MDTU,min_ave,max_ave
1166,-1.14839,-0.190646
1168,-1.1249,-0.2322
1170,-1.28782,-0.298453
1172,-1.17416,-0.253639
1174,-1.2057,-0.193543
1176,-1.0826,-0.157755
1178,-1.07166,-0.144924
1180,-1.06005,-0.201878
1182,-1.04529,-0.166831
1184,-1.04529,-0.166831
1186,-1.27142,-0.255561
1188,-1.19233,-0.192752
1190,-1.15773,-0.230046
1192,-1.12696,-0.150408
1194,-1.04147,-0.131684
1196,-0.907451,-0.111753
1198,-1.08851,-0.125469
1200,-1.07729,-0.160189
1202,-1.31274,-0.217899
1204,-1.13679,-0.240917
1206,-1.13679,-0.240917
1208,-1.0657,-0.198053
1210,-1.16738,-0.258078
1212,-1.08462,-0.203646
1214,-1.23562,-0.220829
1216,-1.23562,-0.220829
1218,-1.13307,-0.200974
1220,-1.16952,-0.186437
1222,-1.02314,-0.128461
1224,-0.92994,-0.185757
1226,-1.14158,-0.242253
1228,-1.2234,-0.232092
1230,-1.15498,-0.223472
1232,-1.08804,-0.197678
1234,-0.928024,-0.138165
1236,-1.12973,-0.135094
1238,-1.05573,-0.18728
1240,-0.995527,-0.185274
1242,-0.994074,-0.164001
1244,-0.979216,-0.117856
1246,-0.979216,-0.117856
1248,-0.979216,-0.117856
1250,-1.0203,-0.0732469
1252,-1.04953,-0.0893831
1254,-0.897331,-0.0762153
1256,-0.965307,4.17038e-05
1258,-0.951279,-0.0847288
1260,-1.07501,-0.0671149
1262,-1.07501,-0.0671149
1264,-1.01812,-0.0588771
1266,-1.01982,-0.102847
1268,-0.985397,-0.055752
1270,-1.02959,-0.116913
1272,-1.04326,-0.0840365
1274,-0.737273,-0.0217036
1276,-0.859056,-0.0807536
1278,-1.07723,-0.0840663
1280,-1.01191,-0.0953479
1282,-0.921784,-0.0663859
1284,-1.0353,-0.0987318
1286,-0.963072,-0.140551
1288,-0.86536,-0.0681756
1290,-1.00136,-0.108778
1292,-0.925833,-0.0874509
1294,-0.925833,-0.0874509
1296,-0.925833,-0.0874509
1298,-0.959325,-0.0702103
1300,-0.959325,-0.0702103
1302,-0.898161,-0.0705525
1304,-1.00754,-0.0419244
1306,-1.00754,-0.0419244
1308,-0.978644,-0.055516
1310,-0.890759,0.00170493
1312,-0.890759,0.00170493
1314,-0.890759,0.00170493
1316,-0.890759,0.00170493
