MDTU,min_min,min_max,max_min,max_max
1392,-4.35133,1.37701,-1.27564,1.52518
1394,-3.80132,1.30959,-1.32637,1.45146
1396,-3.27867,1.16426,-2.33034,1.31104
1398,-2.59839,1.3088,-1.44698,1.44337
1400,-3.02705,1.26646,-1.16501,1.38995
1402,-3.20809,1.11903,-1.47688,1.30372
1404,-3.88284,1.28982,-1.46476,1.40957
1406,-4.16123,1.18721,-1.74853,1.35459
1408,-4.07147,1.16904,-1.27056,1.47431
1410,-4.07147,1.16904,-1.27056,1.47431
1412,-3.74328,1.28173,-1.58001,1.47606
1414,-3.3451,1.29821,-1.63426,1.42103
1416,-3.9903,1.179,-1.12702,1.38332
1418,-3.7091,1.25117,-1.9226,1.37713
1420,-2.92977,1.21185,-1.25404,1.41307
1422,-2.92977,1.21185,-1.25404,1.41307
1424,-3.35157,1.44008,-1.39849,1.58562
1426,-3.78946,1.27116,-1.47496,1.42106
1428,-4.05513,1.37854,-1.37776,1.55335
1430,-4.05513,1.37854,-1.37776,1.55335
1432,-2.96196,1.41222,-1.16495,1.4938
1434,-2.6612,1.4925,-1.08772,1.60216
1436,-4.28694,1.51346,-1.59512,1.6514
1438,-4.28694,1.51346,-1.59512,1.6514
1440,-3.27284,1.45477,-1.35567,1.58928
1442,-3.01556,1.50254,-1.16411,1.57313
1444,-3.17655,1.56622,-1.34038,1.60253
1446,-3.28937,1.47808,-1.51267,1.56955
1448,-5.09336,1.51348,-1.24096,1.70584
1450,-4.01073,1.4483,-1.38351,1.59803
1452,-3.22858,1.53951,-1.27779,1.70623
1454,-3.02828,1.59958,-1.28206,1.72833
1456,-3.03226,1.51755,-1.35945,1.62736
1458,-3.03226,1.51755,-1.35945,1.62736
1460,-5.01084,1.57894,-1.66272,1.65002
1462,-3.32647,1.62561,-1.34423,1.71141
1464,-3.32647,1.62561,-1.34423,1.71141
1466,-3.69845,1.65702,-1.31114,1.72146
1468,-3.91296,1.70034,-1.46524,1.81608
1470,-3.92513,1.70339,-1.74327,1.80137
1472,-4.02727,1.75969,-1.64105,1.88256
1474,-3.10247,1.77073,-1.19481,1.84531
1476,-3.10247,1.77073,-1.19481,1.84531
1478,-4.11475,1.77773,-1.23083,1.86386
1480,-4.11475,1.77773,-1.23083,1.86386
1482,-4.11475,1.77773,-1.23083,1.86386
1484,-2.90613,1.8194,-1.5514,1.89792
1486,-3.65397,1.81854,-1.49759,1.85548
1488,-3.65397,1.81854,-1.49759,1.85548
1490,-3.93181,1.85633,-1.0718,1.90842
1492,-2.66679,1.87017,-1.44836,1.93423
1494,-3.47664,1.94318,-1.6044,2.04987
1496,-3.49764,1.92986,-1.51268,1.98587
1498,-3.49764,1.92986,-1.51268,1.98587
1500,-3.80868,1.91432,-1.86288,2.00419
1502,-3.43345,1.90181,-1.34205,1.96272
1504,-3.32276,1.8428,-1.29298,1.92813
1506,-5.09802,1.96541,-1.50133,2.03084
1508,-3.46343,1.95683,-1.72332,2.05121
1510,-3.36621,1.91288,-1.29238,2.0211
1512,-3.44431,1.96357,-1.53819,2.0368
1514,-3.63904,2.00397,-1.28795,2.03835
1516,-3.8776,2.01269,-1.9474,2.13314
1518,-3.02693,2.06695,-1.5727,2.12582
1520,-4.38439,2.02943,-1.61346,2.1249
1522,-3.85793,2.04949,-2.15357,2.11936
1524,-3.85793,2.04949,-2.15357,2.11936
1526,-3.85793,2.04949,-2.15357,2.11936
1528,-3.58128,1.99249,-1.56468,2.09065
1530,-3.82473,1.9498,-1.52914,2.04289
1532,-3.58669,1.97465,-1.54135,2.06092
1534,-3.66493,1.96702,-1.44363,2.03048
1536,-3.20241,1.98578,-1.49708,2.07157
1538,-3.97168,2.03492,-1.2035,2.07017
1540,-4.31171,1.98636,-1.93033,2.04873
1542,-3.64843,2.01101,-1.513,2.07241
1544,-5.90704,1.95601,-1.33709,2.01997
1546,-4.03943,1.95841,-1.42556,2.05628
1548,-3.64524,1.95621,-1.53463,2.04903
1550,-2.89597,1.98259,-1.43982,2.05418
1552,-2.99781,1.96878,-1.69485,2.04015
1554,-3.53256,2.03811,-1.42169,2.06849
1556,-4.03314,1.98848,-1.26056,2.09342
1558,-3.56402,1.98883,-1.3478,2.03514
1560,-3.93929,1.93866,-1.65624,2.01882
1562,-3.94017,1.90864,-1.61878,1.99361
1564,-3.87792,1.94209,-1.72716,2.04586
1566,-4.24873,1.97793,-1.40171,2.03959
