MDTU,link
2,1.68377
4,1.93667
6,2.05601
8,2.21624
10,2.08083
12,1.98095
14,1.98095
16,1.72878
18,1.78387
20,1.69109
22,1.75628
24,1.78836
26,1.87911
28,1.99178
30,1.96654
32,1.90544
34,1.73566
36,1.73566
38,1.73566
40,1.51046
42,1.59622
44,1.63717
46,1.38409
48,1.44667
50,1.40679
52,1.49574
54,1.4023
56,1.60999
58,1.58568
60,1.40065
62,1.71319
64,1.75036
66,1.56335
68,1.55142
70,1.65898
72,1.8232
74,1.9292
76,1.71286
78,1.89837
80,1.89837
82,1.99742
84,1.7331
86,1.84664
88,1.92188
90,1.59783
92,1.51327
94,1.50227
96,1.45043
98,1.46225
100,1.362
102,1.45968
104,1.49085
106,1.4743
108,1.38913
110,1.31973
112,1.19825
114,1.33934
116,1.20955
118,1.1708
120,1.17199
122,1.24524
124,1.22773
126,1.22077
128,1.21115
130,1.24446
132,1.25699
134,1.32078
136,1.32041
138,1.43344
140,1.43773
142,1.62157
144,1.82741
146,1.50298
148,1.42751
150,1.34745
152,1.30453
154,1.23103
156,1.23103
158,1.26206
160,1.30195
162,1.32535
164,1.3932
166,1.3932
168,1.5218
170,1.60481
172,1.66653
174,1.60002
176,1.69319
178,1.56208
180,1.56208
182,1.45506
184,1.4888
186,1.4888
188,1.57139
190,1.31825
192,1.24359
194,1.23807
196,1.28943
198,1.35124
200,1.29942
202,1.31384
204,1.20811
206,1.22097
208,1.27899
210,1.31696
212,1.34678
214,1.37895
216,1.33872
218,1.43978
220,1.30223
222,1.38321
224,1.33721
226,1.27472
228,1.24888
230,1.29546
232,1.25248
234,1.17984
236,1.17984
238,1.17984
240,1.3096
242,1.24342
244,1.20939
246,1.17844
248,1.21897
250,1.19464
252,1.27299
254,1.28451
256,1.2754
258,1.35743
260,1.39306
262,1.40625
264,1.41205
266,1.46063
268,1.48329
270,1.41858
272,1.44761
274,1.42482
276,1.56324
278,1.43852
280,1.30338
282,1.1749
284,1.1749
286,1.32239
288,1.44387
290,1.37722
292,1.38196
294,1.38196
296,1.37294
298,1.36503
300,1.37558
302,1.38245
304,1.42785
306,1.60111
308,1.65901
310,1.49428
312,1.42412
314,1.35924
316,1.34262
318,1.31414
320,1.38868
322,1.19992
324,1.25386
326,1.23386
328,1.11897
330,1.3225
332,1.37049
334,1.27695
336,1.23019
338,1.23019
340,1.27482
342,1.26749
344,1.18218
346,1.25688
348,1.38245
350,1.25817
352,1.3352
354,1.38127
356,1.43578
358,1.40595
360,1.19389
362,1.29726
364,1.1996
366,1.21929
368,1.22624
370,1.24671
372,1.23232
374,1.31233
376,1.1829
378,1.1937
380,1.19481
382,1.37802
384,1.49394
386,1.38078
388,1.43863
390,1.35174
392,1.38051
394,1.38979
396,1.31178
398,1.36092
400,1.26037
402,1.38786
404,1.34546
406,1.56913
408,1.56913
410,1.56913
412,1.46663
414,1.4798
416,1.53521
418,1.60408
420,1.47283
422,1.46657
424,1.42436
426,1.35629
428,1.40415
430,1.40415
432,1.4032
434,1.52623
436,1.52623
438,1.27801
440,1.34722
442,1.22219
444,1.18648
446,1.15658
448,1.21197
450,1.23688
452,1.2245
454,1.2245
456,1.28794
458,1.29906
460,1.33608
462,1.42013
464,1.37761
466,1.34936
468,1.35376
470,1.42799
472,1.33616
474,1.25587
476,1.34451
478,1.18465
480,1.24448
482,1.23253
484,1.16296
486,1.18037
488,1.17816
490,1.17103
492,1.14361
494,1.17492
496,1.19097
498,1.1751
500,1.24639
502,1.23451
504,1.26706
506,1.22629
508,1.29223
510,1.23964
512,1.30045
514,1.34355
516,1.29706
518,1.29706
520,1.30695
522,1.30695
524,1.24145
526,1.52646
528,1.52646
530,1.52646
532,1.34994
534,1.34082
536,1.28106
538,1.26276
540,1.28449
542,1.24756
544,1.29564
546,1.27433
548,1.27433
550,1.24826
552,1.24059
554,1.26218
556,1.17613
558,1.23347
560,1.23347
562,1.27231
564,1.3335
566,1.3335
568,1.32891
570,1.23492
572,1.17812
574,1.12695
576,1.2167
578,1.15104
580,1.18854
582,1.22674
584,1.25781
586,1.3066
588,1.21128
590,1.20926
592,1.27107
594,1.26629
596,1.29382
598,1.27311
600,1.27311
602,1.23392
604,1.23392
606,1.23392
608,1.25735
610,1.12607
612,1.14101
614,1.19973
616,1.21747
618,1.33342
620,1.22549
622,1.26353
624,1.19295
626,1.1556
628,1.13952
630,1.18734
632,1.20198
634,1.28861
636,1.16305
638,1.15117
640,1.1892
642,1.1892
644,1.21159
646,1.37526
648,1.36549
650,1.23483
652,1.20895
654,1.23441
656,1.13594
658,1.17438
660,1.2365
662,1.37148
664,1.26743
666,1.28633
668,1.25996
670,1.32008
672,1.26853
674,1.26779
676,1.36537
678,1.47319
680,1.38185
682,1.36515
684,1.36515
686,1.23928
688,1.18573
690,1.25965
692,1.18546
694,1.18975
696,1.15666
698,1.25152
700,1.1474
702,1.32046
704,1.2442
706,1.45457
708,1.24498
710,1.16937
712,1.10846
714,1.17689
716,1.15973
718,1.14286
720,1.14793
722,1.11233
724,1.23579
726,1.27151
728,1.25777
730,1.17983
732,1.16683
734,1.20955
736,1.18496
738,1.18496
740,1.21625
742,1.32151
744,1.4318
746,1.33494
748,1.37336
750,1.34392
752,1.34392
754,1.35701
756,1.29559
758,1.28402
760,1.25321
762,1.17801
764,1.18769
766,1.29518
768,1.29803
770,1.40725
772,1.26103
774,1.35597
776,1.39398
778,1.31403
780,1.31403
782,1.27054
784,1.40069
786,1.31073
788,1.23227
790,1.26349
792,1.19974
794,1.26855
796,1.27755
798,1.15929
800,1.18136
802,1.21862
804,1.12058
806,1.20102
808,1.11623
810,1.14756
812,1.19145
814,1.11281
816,1.20057
818,1.2061
820,1.29118
822,1.36868
824,1.48721
826,1.39994
828,1.22905
830,1.22805
832,1.37877
834,1.29991
836,1.25646
838,1.36604
840,1.23875
842,1.34575
844,1.27768
846,1.24354
848,1.24964
850,1.31399
852,1.23379
854,1.15849
856,1.22185
858,1.21166
860,1.11116
862,1.19799
864,1.27659
866,1.35253
868,1.20519
870,1.22273
872,1.22273
874,1.18796
876,1.20932
878,1.25025
880,1.35575
882,1.31375
884,1.23649
886,1.15703
888,1.16419
890,1.13718
892,1.13718
894,1.12431
896,1.218
898,1.218
900,1.25143
902,1.18173
904,1.25092
906,1.12876
908,1.13746
910,1.19706
912,1.27526
914,1.22217
916,1.23363
918,1.2143
920,1.1734
922,1.13831
924,1.13831
926,1.12572
928,1.14275
930,1.20829
932,1.22791
934,1.17398
936,1.24158
938,1.25176
940,1.20796
942,1.23251
944,1.23251
946,1.23251
948,1.37231
950,1.27798
952,1.22234
954,1.2155
956,1.16165
958,1.24759
960,1.29246
962,1.26922
964,1.43652
966,1.31119
968,1.2454
970,1.21026
972,1.17898
974,1.21477
976,1.26341
978,1.28342
980,1.35386
982,1.26785
984,1.23801
986,1.11727
988,1.0965
990,1.14959
992,1.16001
994,1.2107
996,1.20815
998,1.17637
1000,1.33954
1002,1.17933
1004,1.21664
1006,1.25239
1008,1.28078
1010,1.25687
1012,1.30002
1014,1.27307
1016,1.31469
1018,1.17938
1020,1.43036
1022,1.33658
1024,1.26741
