MDTU,ssplaq,stplaq
2,1.21635,0.759393
4,1.31052,0.695522
6,1.17518,0.663293
8,1.32173,0.663001
10,0.976347,0.617894
12,1.08612,0.539325
14,1.08612,0.539325
16,0.790815,0.366585
18,0.800462,0.407763
20,0.742157,0.352212
22,0.72027,0.461114
24,0.815899,0.411056
26,0.860113,0.466973
28,0.927819,0.48878
30,0.829512,0.517056
32,0.874696,0.485744
34,0.670862,0.421836
36,0.670862,0.421836
38,0.670862,0.421836
40,0.571126,0.337028
42,0.655548,0.350899
44,0.583935,0.319758
46,0.344951,0.264434
48,0.420654,0.253285
50,0.339161,0.235319
52,0.474005,0.325467
54,0.345959,0.273912
56,0.534969,0.368929
58,0.442812,0.306402
60,0.377168,0.300834
62,0.619355,0.400418
64,0.759862,0.410513
66,0.622048,0.306623
68,0.484189,0.316911
70,0.647632,0.343404
72,0.700501,0.393212
74,0.904071,0.456091
76,0.712433,0.365422
78,0.974755,0.493281
80,0.974755,0.493281
82,0.961021,0.504233
84,0.680382,0.378514
86,0.746999,0.365281
88,0.88077,0.488443
90,0.503449,0.302374
92,0.478215,0.272486
94,0.492083,0.269054
96,0.413031,0.300189
98,0.449609,0.276071
100,0.362216,0.211274
102,0.418818,0.237745
104,0.499209,0.243914
106,0.45368,0.257224
108,0.337629,0.262401
110,0.227449,0.161776
112,0.224422,0.144449
114,0.385986,0.22218
116,0.186813,0.134596
118,0.191365,0.119492
120,0.186286,0.108718
122,0.274597,0.132757
124,0.204468,0.147284
126,0.237303,0.170922
128,0.176007,0.154129
130,0.192134,0.172803
132,0.247301,0.17674
134,0.345106,0.1957
136,0.313111,0.189385
138,0.429445,0.271305
140,0.371934,0.275161
142,0.606488,0.304405
144,0.71063,0.41263
146,0.480081,0.242868
148,0.401364,0.239981
150,0.339564,0.224041
152,0.32217,0.150872
154,0.260105,0.162508
156,0.260105,0.162508
158,0.287147,0.148209
160,0.299158,0.20231
162,0.328443,0.244674
164,0.408253,0.241388
166,0.408253,0.241388
168,0.517077,0.318638
170,0.568155,0.359242
172,0.627112,0.355718
174,0.546332,0.331048
176,0.568475,0.391835
178,0.404484,0.2734
180,0.404484,0.2734
182,0.33652,0.205479
184,0.328528,0.206025
186,0.328528,0.206025
188,0.436161,0.274365
190,0.328123,0.220095
192,0.168647,0.186433
194,0.261698,0.167273
196,0.289098,0.179446
198,0.299133,0.186254
200,0.206828,0.144738
202,0.251258,0.182635
204,0.254355,0.170808
206,0.219556,0.135816
208,0.263924,0.1853
210,0.26764,0.169296
212,0.255249,0.202672
214,0.386327,0.200034
216,0.297711,0.222109
218,0.479477,0.249543
220,0.280301,0.171749
