MDTU,min_min,min_max,max_min,max_max
2,-2.8181,0.259849,-0.00518943,0.935644
4,-6.08937,0.310978,0.173433,0.920962
6,-3.39482,0.252138,-0.0162811,1.13396
8,-3.38466,0.117314,0.12031,1.04734
10,-3.91382,0.0717124,-0.0504754,1.02468
12,-3.50889,0.142113,-0.0707669,1.16491
14,-3.50889,0.142113,-0.0707669,1.16491
16,-4.37533,0.00129766,0.0724802,0.976702
18,-4.18188,0.0496961,-0.099022,0.992944
20,-3.79111,-0.163999,-0.0395189,0.950601
22,-6.3847,0.117198,-0.175509,0.973084
24,-5.50105,0.021933,0.0758604,1.14529
26,-3.75797,-0.0642638,-0.0984069,1.05186
28,-4.59947,-0.0663749,0.0555132,1.03116
30,-4.19259,0.063203,-0.111229,0.976966
32,-4.03403,0.115037,-0.0688399,1.17809
34,-3.48833,-0.168696,0.0625816,1.06879
36,-3.48833,-0.168696,0.0625816,1.06879
38,-3.48833,-0.168696,0.0625816,1.06879
40,-3.84945,-0.138199,-0.204729,1.01823
42,-3.30034,0.00205063,0.0820144,0.937577
44,-3.94467,0.0364207,-0.024913,1.16161
46,-3.65887,-0.112503,-0.0176696,0.890687
48,-4.75953,-0.270296,-0.06515,0.902243
50,-4.10846,-0.284233,0.0463186,0.930419
52,-3.47493,-0.0909217,-0.0103999,1.01064
54,-3.47073,0.0183318,0.0108205,0.895292
56,-3.76856,0.372294,-0.101378,1.09636
58,-5.22827,-0.0827971,0.00789619,1.04177
60,-4.91052,0.0571682,-0.0528912,0.968895
62,-4.01789,0.0415509,-0.0080059,1.06513
64,-4.99989,-0.00565317,0.018206,1.05441
66,-4.38625,0.0233158,0.115729,0.968724
68,-4.49543,-0.182427,0.117479,1.07667
70,-4.65611,-0.138236,-0.0400124,1.14004
72,-4.66017,-0.16531,0.0300773,1.10964
74,-4.18383,0.029705,0.0907032,1.06705
76,-3.78264,-0.161019,-0.115105,0.954583
78,-4.10816,0.0675473,0.0277573,1.11479
80,-4.10816,0.0675473,0.0277573,1.11479
82,-3.67861,0.216383,-0.0713497,0.979164
84,-5.74599,0.116313,0.0106223,1.0212
86,-3.25672,-0.090532,0.0792104,1.0484
88,-4.10543,0.0232614,-0.0349287,1.03226
90,-5.33421,-0.328846,0.049155,0.998912
92,-4.03187,0.0356199,-0.0662753,0.948682
94,-4.10633,-0.13835,-0.0426602,0.960601
96,-4.10898,-0.259039,0.00425428,0.943593
98,-4.94163,-0.145018,-0.00588188,0.954659
100,-3.72391,-0.342815,-0.162809,0.897189
102,-4.39538,-0.0106058,-0.107834,1.01657
104,-4.15058,0.0660045,-0.0539225,0.977429
106,-5.76531,-0.0241886,-0.0848948,0.937333
108,-4.62206,-0.20479,-0.0615578,1.06486
110,-3.72603,-0.427454,-0.0541742,0.935979
112,-3.73457,-0.361655,-0.0439423,0.802934
114,-3.90083,-0.119201,0.027156,0.924977
116,-3.83896,-0.425705,0.0240373,0.931799
118,-4.96394,-0.308752,-0.0299493,0.76307
120,-4.2525,-0.363977,-0.0626883,0.850353
122,-5.54063,-0.168642,0.0160448,0.812297
124,-4.53218,-0.18884,-0.0247277,0.995467
126,-3.90489,-0.269537,0.0520922,0.90259
128,-4.43528,-0.524561,-0.172501,0.827479
130,-5.34531,-0.16673,-0.00641949,0.886808
132,-4.53654,-0.362515,0.0167408,0.889839
134,-3.92238,-0.0954085,-0.011458,0.898753
136,-3.54687,-0.497669,-0.149446,0.902503
138,-3.79025,-0.306132,0.0289964,0.912966
140,-3.63552,-0.315858,-0.104576,0.913284
