MDTU,min_ave,max_ave
2,-1.14012,0.489581
4,-1.34039,0.536681
6,-1.40111,0.530298
8,-1.39335,0.538297
10,-1.42054,0.525935
12,-1.50444,0.519908
14,-1.50444,0.519908
16,-1.55212,0.48944
18,-1.52764,0.489812
20,-1.61554,0.50314
22,-1.58354,0.489078
24,-1.56815,0.499494
26,-1.49033,0.505493
28,-1.50323,0.500263
30,-1.55976,0.498806
32,-1.54543,0.510071
34,-1.50325,0.50086
36,-1.50325,0.50086
38,-1.50325,0.50086
40,-1.63954,0.464775
42,-1.52152,0.487214
44,-1.56702,0.492749
46,-1.57799,0.458985
48,-1.71069,0.466558
50,-1.67551,0.461969
52,-1.70143,0.480673
54,-1.68166,0.459435
56,-1.5774,0.476115
58,-1.67184,0.47949
60,-1.62261,0.462908
62,-1.61382,0.47543
64,-1.5249,0.490213
66,-1.5867,0.479799
68,-1.64979,0.472106
70,-1.61418,0.499216
72,-1.70702,0.500791
74,-1.49055,0.503357
76,-1.52642,0.487801
78,-1.563,0.508827
80,-1.563,0.508827
82,-1.47574,0.505913
84,-1.64347,0.481284
86,-1.5448,0.496123
88,-1.55253,0.501127
90,-1.58787,0.487766
92,-1.60569,0.456844
94,-1.61895,0.47518
96,-1.52534,0.461362
98,-1.56143,0.475259
100,-1.60786,0.452587
102,-1.61418,0.45021
104,-1.62993,0.45571
106,-1.66498,0.471269
108,-1.67179,0.454763
110,-1.67078,0.452027
112,-1.60514,0.437852
114,-1.63552,0.453993
116,-1.69378,0.457321
118,-1.68033,0.440009
120,-1.74042,0.433774
122,-1.68953,0.434743
124,-1.76295,0.432409
126,-1.70215,0.445644
128,-1.76199,0.427235
130,-1.70625,0.453416
132,-1.69676,0.436234
134,-1.57472,0.440157
136,-1.64521,0.453542
138,-1.5558,0.465499
140,-1.61785,0.463998
142,-1.52568,0.46111
144,-1.50453,0.490466
146,-1.66114,0.462439
148,-1.67722,0.46393
150,-1.66717,0.456881
152,-1.67456,0.445448
154,-1.61145,0.445843
156,-1.61145,0.445843
158,-1.6633,0.446366
160,-1.6871,0.441468
162,-1.58753,0.446578
164,-1.54537,0.447352
166,-1.54537,0.447352
168,-1.71094,0.464713
170,-1.60007,0.475612
172,-1.57207,0.488933
174,-1.60778,0.465623
176,-1.62287,0.473342
178,-1.62757,0.464804
180,-1.62757,0.464804
182,-1.67995,0.449179
184,-1.64413,0.458747
186,-1.64413,0.458747
188,-1.57668,0.470353
190,-1.73604,0.44937
192,-1.80173,0.420244
194,-1.66664,0.440152
196,-1.67258,0.460107
198,-1.62442,0.454521
200,-1.69018,0.430949
202,-1.66068,0.443815
204,-1.77629,0.439882
206,-1.68608,0.431444
208,-1.65793,0.43913
210,-1.64658,0.44448
212,-1.60576,0.450684
214,-1.7078,0.471513
216,-1.59459,0.468672
218,-1.6722,0.467275
220,-1.64298,0.443762
222,-1.70683,0.454523
224,-1.68617,0.450832
226,-1.66214,0.454278
228,-1.60376,0.442479
230,-1.64681,0.445107
232,-1.71071,0.452112
234,-1.71323,0.450123
236,-1.71323,0.450123
238,-1.71323,0.450123
240,-1.68723,0.446305
242,-1.63728,0.445693
244,-1.66993,0.430306
246,-1.69926,0.446024
248,-1.64301,0.447759
250,-1.65451,0.432128
252,-1.67412,0.445819
254,-1.68296,0.437882
256,-1.63076,0.444238
258,-1.63588,0.453087
260,-1.71359,0.444537
262,-1.53923,0.441016
264,-1.65937,0.436484
266,-1.65062,0.445857
268,-1.62733,0.451451
270,-1.62736,0.463405
272,-1.64985,0.456896
