MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.222288,0.196202,0.104483
4,0.0837583,-0.00709153,0.0834576
6,0.101838,-0.0753346,0.068525
8,0.0489673,0.0449213,0.0194903
10,0.0334784,0.00185953,-0.0334267
12,0.14191,-0.0859428,0.112926
14,0.14191,-0.0859428,0.112926
16,0.0308196,0.0226114,-0.0209421
18,0.0535834,0.0501093,0.01898
20,0.0433766,0.0235201,-0.0364463
22,0.0251511,0.0184512,-0.0170919
24,0.03449,-0.0208618,0.0274653
26,0.0396765,-0.028898,-0.0271869
28,0.0720091,0.0443119,-0.0567606
30,0.0105995,-0.00774395,-0.00723745
32,0.0407139,-0.0400994,-0.00704695
34,0.0304965,0.0284448,0.0109968
36,0.0304965,0.0284448,0.0109968
38,0.0304965,0.0284448,0.0109968
40,0.021603,0.0109817,-0.0186035
42,0.0577021,-0.0132761,0.0561541
44,0.063906,-0.0627275,0.0122166
46,0.0324242,-0.0277472,-0.0167758
48,0.0560634,0.0379606,-0.0412566
50,0.0217641,-0.0198402,0.00894675
52,0.08233,0.0186352,0.0801932
54,0.0479055,0.0261004,-0.040171
56,0.135655,0.129261,0.0411579
58,0.05453,-0.0257297,-0.0480782
60,0.0998307,-0.0857918,0.0510483
62,0.068555,0.0133381,-0.067245
64,0.0945075,-0.0296981,-0.0897201
66,0.0423938,-0.0408359,0.0113869
68,0.0467381,-0.00789045,0.0460673
70,0.0286177,0.0199909,-0.0204777
72,0.0420861,-0.0329386,0.0261971
74,0.00832554,0.00822235,-0.00130674
76,0.0553167,-2.81989e-05,-0.0553166
78,0.126742,-0.0919265,-0.0872529
80,0.126742,-0.0919265,-0.0872529
82,0.161745,0.161715,0.0030924
84,0.0474906,0.0422878,-0.0216123
86,0.0319354,-0.00694179,-0.0311718
88,0.0535362,-0.034535,0.0409079
90,0.135792,0.0997292,-0.0921607
92,0.051618,0.0248405,0.0452478
94,0.058805,-0.054543,0.0219795
96,0.0628278,0.0142052,0.0612009
98,0.0863956,0.0842969,-0.0189271
100,0.0253531,-0.00416679,-0.0250084
102,0.0307117,-0.0267942,0.0150094
104,0.0609969,-0.0560041,0.0241694
106,0.26926,-0.217066,0.159321
108,0.00800049,0.00499259,0.00625156
110,0.058934,0.057928,-0.0108428
112,0.0217819,0.014262,0.0164636
114,0.0375253,0.0284985,0.0244128
116,0.0504921,0.038816,-0.0322919
118,0.104713,-0.0800111,-0.0675497
120,0.0683354,0.0473281,-0.0492928
122,0.0630226,-0.0614316,-0.0140715
124,0.0678845,0.0624617,0.0265864
126,0.00341193,-0.00229281,-0.00252671
128,0.0653863,-0.0393254,0.0522386
130,0.0719791,0.00913735,-0.0713968
132,0.00873724,0.000737911,-0.00870603
134,0.0356335,0.034606,0.00849529
136,0.0584913,0.0271916,-0.0517866
138,0.0460095,-0.0457654,-0.00473283
140,0.0792795,-0.0354519,-0.0709112
142,0.104297,0.103997,-0.00790001
144,0.0270971,-0.020438,-0.0177917
146,0.121973,-0.0103106,-0.121537
148,0.0893227,-0.0542667,0.0709484
150,0.106517,0.105157,0.0169635
152,0.0320843,0.018004,0.0265567
154,0.0761447,-0.0311142,0.0694977
156,0.0761447,-0.0311142,0.0694977
158,0.0855343,0.0124026,-0.0846304
160,0.00779529,-0.00664535,-0.00407503
162,0.0566985,0.0321777,0.0466831
164,0.0217851,-0.0209628,0.00592895
166,0.0217851,-0.0209628,0.00592895
168,0.00693621,0.00638521,-0.00270925
170,0.0710473,-0.068472,-0.0189555
172,0.073738,0.0142746,-0.0723431
174,0.0240951,-0.0112501,0.0213075
176,0.0800324,0.0499353,0.0625432
178,0.0931257,-0.0640189,-0.0676312
180,0.0931257,-0.0640189,-0.0676312
182,0.0632494,-0.0567991,-0.0278272
184,0.0162487,-0.000795478,-0.0162292
186,0.0162487,-0.000795478,-0.0162292
188,0.0155942,0.00957871,0.0123055
190,0.0669921,-0.0352761,-0.056952
192,0.0476921,0.00789853,0.0470335
194,0.0800523,0.0603012,0.0526511
196,0.0647992,0.0644014,0.00716836
198,0.0112871,-0.0110169,0.00245503
200,0.0267923,0.0150663,0.0221547
202,0.117431,-0.0318363,-0.113033
204,0.00667718,-0.00633834,-0.00210005
206,0.11031,0.0152921,-0.109245
208,0.0411597,-0.0379381,-0.0159631
210,0.0863191,0.0140976,0.0851601
212,0.00993417,-0.00228084,-0.00966879
214,0.104987,0.0158633,-0.103781
216,0.0901569,-0.0769716,0.0469429
218,0.0890773,0.076045,0.0463887
220,0.0688515,0.0256895,0.0638794
222,0.0570699,0.0322888,0.0470575
224,0.0437211,-0.0427516,0.00915619
226,0.0348855,-0.0324311,-0.0128539
228,0.076322,-0.064644,-0.0405735
230,0.0410768,0.0299629,-0.0280985
232,0.0597943,0.058665,-0.0115664
234,0.119869,0.0673344,-0.0991704
236,0.119869,0.0673344,-0.0991704
238,0.119869,0.0673344,-0.0991704
240,0.0827625,0.0269499,-0.0782518
242,0.0168729,-0.0108333,0.0129357
244,0.10124,-0.0417254,-0.0922412
246,0.0504475,-0.0219258,-0.0454335
248,0.0415503,-0.0192639,0.0368148
250,0.0819407,0.0163049,-0.0803021
252,0.0363124,-0.0301254,0.0202744
254,0.0364934,0.00856842,-0.0354732
256,0.155262,-0.15033,0.0388234
258,0.0524661,-0.0519386,0.00742118
260,0.0368482,-0.00898195,-0.0357368
262,0.0543105,-0.0477332,-0.0259068
264,0.0130494,0.0130142,-0.000957753
266,0.0798153,-0.0745487,0.0285127
268,0.010335,-0.00976958,-0.00337148
270,0.0587864,0.0458102,-0.0368411
272,0.0497417,0.0315825,0.0384289
274,0.0520954,0.0498924,0.0149893
276,0.095765,-0.095507,0.00702449
278,0.0978009,-0.0932716,-0.0294182
280,0.0991057,0.0989912,0.00476208
282,0.18908,0.189076,-0.00122666
284,0.18908,0.189076,-0.00122666
286,0.0236337,0.0217335,-0.00928483
288,0.0417534,-0.0170975,0.0380923
290,0.0525091,-0.0385901,-0.0356092
292,0.0765552,-0.0634253,0.0428711
294,0.0765552,-0.0634253,0.0428711
296,0.116977,0.00332883,-0.116929
298,0.0337787,-0.0335593,-0.00384353
300,0.046399,-0.015933,0.0435776
302,0.0177161,0.0175327,-0.00254297
304,0.0722605,-0.0319728,-0.0648021
306,0.018402,-0.00945519,0.0157871
308,0.0975366,-0.00650556,0.0973194
310,0.0124581,0.00559246,0.0111324
312,0.109243,0.0226295,-0.106873
314,0.0144598,0.00509744,0.0135315
316,0.0407545,-0.0407545,-3.60292e-05
318,0.0493676,0.0487551,0.007753
320,0.100892,0.0917403,-0.0419874
322,0.0253228,0.00120144,0.0252943
324,0.0526326,-0.0152007,-0.0503898
326,0.022681,-0.0119413,-0.019283
328,0.00266015,-0.00164179,0.00209307
