MDTU,min_width,max_width
2,0.607368,0.162367
4,0.858714,0.162103
6,0.704665,0.196502
8,0.67576,0.212461
10,0.671377,0.218283
12,0.722936,0.205171
14,0.722936,0.205171
16,0.746237,0.196851
18,0.710422,0.202432
20,0.718574,0.188297
22,0.804455,0.201854
24,0.759158,0.192669
26,0.692119,0.206143
28,0.76417,0.221358
30,0.799357,0.209638
32,0.708744,0.210862
34,0.605315,0.195269
36,0.605315,0.195269
38,0.605315,0.195269
40,0.706269,0.187165
42,0.650615,0.17943
44,0.659899,0.183798
46,0.575065,0.173965
48,0.710595,0.166455
50,0.602455,0.162277
52,0.67858,0.184855
54,0.631498,0.170844
56,0.678992,0.19325
58,0.772437,0.192437
60,0.70235,0.175036
62,0.720236,0.198091
64,0.730939,0.205539
66,0.703217,0.178971
68,0.634781,0.175343
70,0.720412,0.192439
72,0.782477,0.203237
74,0.742962,0.196062
76,0.70189,0.200596
78,0.751564,0.204873
80,0.751564,0.204873
82,0.726797,0.213961
84,0.774446,0.196749
86,0.635614,0.212954
88,0.741547,0.20622
90,0.705292,0.185372
92,0.689272,0.192502
94,0.705981,0.172875
96,0.662853,0.178432
98,0.698212,0.177252
100,0.636993,0.185458
102,0.695165,0.194115
104,0.673926,0.190778
106,0.741256,0.191406
108,0.687903,0.180545
110,0.637735,0.184653
112,0.582167,0.155756
114,0.647744,0.173117
116,0.628662,0.162325
118,0.653956,0.156116
120,0.62813,0.16089
122,0.734507,0.165044
124,0.655611,0.167062
126,0.639763,0.154986
128,0.714897,0.176453
130,0.668947,0.169904
132,0.663367,0.167334
134,0.597567,0.173836
136,0.609138,0.169626
138,0.648652,0.170441
140,0.641347,0.176121
142,0.628002,0.191044
144,0.725649,0.203514
146,0.720636,0.193716
148,0.689769,0.16892
150,0.673003,0.174969
152,0.689182,0.164928
154,0.561931,0.140602
156,0.561931,0.140602
158,0.655852,0.171274
160,0.736284,0.169927
162,0.606341,0.15772
164,0.608155,0.168309
166,0.608155,0.168309
168,0.730385,0.190241
170,0.668664,0.184987
172,0.640344,0.190764
174,0.71194,0.198722
176,0.768339,0.200288
178,0.757524,0.18898
180,0.757524,0.18898
182,0.656049,0.195468
184,0.648716,0.188529
186,0.648716,0.188529
188,0.59741,0.188573
190,0.756608,0.153497
192,0.800564,0.185774
194,0.583096,0.161809
196,0.651715,0.150008
198,0.708774,0.168424
200,0.637898,0.175826
202,0.662896,0.179051
204,0.705176,0.161955
206,0.595986,0.170124
208,0.670209,0.16351
210,0.635048,0.170882
212,0.630453,0.170558
214,0.739635,0.163
216,0.552985,0.164439
218,0.699264,0.178025
220,0.684004,0.160094
222,0.675067,0.173364
224,0.647196,0.16298
226,0.594469,0.169694
228,0.555218,0.172688
230,0.689369,0.172686
232,0.648598,0.155914
234,0.627826,0.15336
236,0.627826,0.15336
238,0.627826,0.15336
240,0.653569,0.159611
242,0.581974,0.153381
244,0.61584,0.166553
246,0.654296,0.155114
248,0.621758,0.165649
250,0.632511,0.154612
252,0.612629,0.170451
254,0.65433,0.157697
256,0.574586,0.164075
258,0.616731,0.16109
260,0.740841,0.170567
262,0.581305,0.178528
264,0.711908,0.174059
266,0.715796,0.188373
268,0.619769,0.178972
270,0.620674,0.185208
272,0.683649,0.177713
274,0.722443,0.166985
276,0.681224,0.192461
278,0.754885,0.179582
280,0.61375,0.163891
282,0.696216,0.156626
284,0.696216,0.156626
286,0.648502,0.17698
288,0.732003,0.190811
290,0.668529,0.157214
292,0.821615,0.172735
294,0.821615,0.172735
296,0.62259,0.183029
298,0.547888,0.182279
300,0.62832,0.158789
302,0.637603,0.183291
304,0.667618,0.161598
306,0.714364,0.186016
308,0.698397,0.18437
310,0.710618,0.175879
312,0.67824,0.185027
314,0.672356,0.167956
316,0.581537,0.167638
318,0.655589,0.165537
320,0.622218,0.170075
322,0.622786,0.162192
324,0.675001,0.162822
326,0.701316,0.164068
328,0.642844,0.150169
330,0.647237,0.172587
332,0.705873,0.17597
334,0.727802,0.169748
336,0.665128,0.171616
338,0.665128,0.171616
340,0.67095,0.157495
342,0.714361,0.164783
344,0.665471,0.161804
346,0.548764,0.165504
348,0.69722,0.173035
350,0.686256,0.168733
352,0.64362,0.167958
354,0.648379,0.182559
356,0.610328,0.1772
358,0.661649,0.173537
360,0.639431,0.162705
362,0.623546,0.171931
364,0.750953,0.156564
366,0.681376,0.18053
368,0.655582,0.177816
370,0.620888,0.156126
372,0.665879,0.141395
374,0.647812,0.158702
376,0.628546,0.154019
378,0.681404,0.166542
380,0.574892,0.161294
382,0.548122,0.180177
384,0.74818,0.196867
386,0.648679,0.167353
388,0.734015,0.181094
390,0.653659,0.174794
392,0.617399,0.169795
394,0.668946,0.173283
