t,e^(-dS)
1,31.817
2,3.63642
3,1.55893
4,1.50531
5,1.09832
6,0.782235
7,0.751789
8,1.26579
9,0.932329
10,1.0322
11,0.911011
12,1.35486
13,0.928245
14,1.08457
15,0.929071
16,1.25358
17,0.948883
18,0.785999
19,0.937902
20,0.841642
21,1.03055
22,1.09562
23,1.02796
24,1.01133
25,1.23442
26,1.23813
27,0.790255
28,0.779892
29,1.31785
30,1.02917
31,0.961347
32,1.24073
33,0.853167
34,0.925529
35,1.07054
36,1.52699
37,0.787336
38,1.12536
39,1.07655
40,0.720363
41,0.716627
42,1.17833
43,0.731542
44,1.21531
45,1.18768
46,1.02362
47,0.935756
48,0.855645
49,1.06441
50,0.950897
51,0.866927
52,0.908909
53,1.07902
54,1.10905
55,0.86988
56,1.22618
57,0.779112
58,1.48825
59,0.650314
60,1.10683
61,0.791678
62,1.00632
63,1.30109
64,1.0079
65,1.16358
66,0.729789
67,0.807187
68,1.91612
69,0.733154
70,1.26731
71,1.11093
72,0.972563
73,1.10938
74,0.924484
75,1.14122
76,1.07146
77,0.840045
78,0.898077
79,1.06838
80,0.736608
81,1.25734
82,1.07319
83,0.907892
84,1.12423
85,0.903301
86,0.99895
87,1.01318
88,0.993674
89,1.11728
90,0.831104
91,0.959196
92,0.984964
93,0.671192
94,0.996058
95,0.873192
96,0.721661
97,1.23269
98,1.06643
99,1.10436
100,1.21179
101,1.07122
102,0.838115
103,0.843243
104,0.773214
105,1.15454
106,1.26744
107,0.792391
108,1.31956
109,0.945445
110,0.845269
111,0.97234
112,0.960895
113,0.903481
114,0.781375
115,1.16766
116,1.00101
117,1.03464
118,0.633307
119,0.641401
120,0.900415
121,1.00344
122,0.868924
123,0.953391
124,1.11449
125,0.870228
126,0.789386
127,1.08896
128,0.974423
129,0.87459
130,0.892347
131,0.966775
132,1.19997
133,1.15477
134,0.822259
135,1.17798
136,0.885857
137,1.02816
138,1.40635
139,0.974033
140,1.02783
141,0.618722
142,0.846369
143,1.16009
144,1.42177
145,0.856929
146,0.983409
147,0.824977
148,1.28557
149,1.19208
150,0.699493
151,1.0338
152,1.086
153,0.909955
154,0.982485
155,1.08619
156,0.745798
157,1.08549
158,0.976461
159,1.32141
160,1.01257
161,1.09665
162,1.01075
163,0.761702
164,0.830191
165,1.42162
166,0.96228
167,1.01565
168,0.807995
169,0.884971
170,1.16567
171,1.28146
172,0.664846
173,1.11784
174,0.804206
175,1.17751
176,1.03568
177,1.64313
178,0.90529
179,0.905525
180,0.758889
181,1.04267
182,0.750287
183,0.974832
184,1.16137
185,0.830606
186,1.19626
187,0.986344
188,1.03718
189,0.897269
190,1.32764
191,1.10214
192,0.868837
193,1.24583
194,1.09766
195,0.85813
196,1.47802
197,0.81481
198,1.03483
199,1.07273
200,1.00568
201,0.999541
202,0.990844
203,1.38583
204,0.660604
205,0.719211
206,0.739856
207,0.969941
208,1.21531
209,1.43347
210,0.774916
211,1.09429
212,0.926446
213,1.40973
214,1.13032
215,0.629015
216,0.982692
217,0.84358
218,0.626755
219,0.875903
220,0.923015
221,1.02427
222,1.19029
223,1.08295
224,0.873192
225,1.17833
226,0.994905
227,0.881615
228,1.31128
229,0.649404
230,0.874328
231,1.23602
232,1.08771
233,1.11427
234,0.795488
235,1.17457
236,0.967655
237,0.803322
238,1.03378
239,0.83887
240,0.95142
241,1.05403
242,0.607502
243,1.07794
244,0.974189
245,1.32644
246,1.00811
247,0.672267
248,0.946069
249,1.02418
250,1.03106
251,0.886654
252,0.914708
253,1.00904
254,1.07209
255,0.959762
256,0.982613
257,1.55131
258,0.768588
259,0.815136
260,1.16242
261,0.674894
262,1.17645
263,1.27992
264,0.63299
265,0.667044
266,0.823164
267,0.911421
268,0.994733
269,0.858902
270,1.15073
271,1.12693
272,1.11751
273,1.03602
274,0.736092
275,0.984551
276,0.982849
277,1.01303
278,1.02207
279,1.34447
280,0.833851
281,1.17845
282,0.848997
283,0.781766
284,0.802679
285,0.982279
286,1.17023
287,1.02242
288,0.802439
289,1.5017
290,0.89467
291,1.11004
292,0.942782
293,1.28159
294,1.0164
295,0.772132
296,0.889141
297,1.131
298,1.33362
299,0.961193
300,0.755104
301,1.11974
302,0.7303
303,0.777089
304,0.939789
305,0.777089
306,1.35378
307,1.08962
308,0.873629
309,0.981857
310,0.820124
311,1.09551
312,0.901766
313,1.11449
314,0.865888
315,1.01644
316,1.13428
317,1.29706
318,0.821601
319,1.14591
320,1.09366
321,0.707654
322,0.68674
323,0.956619
324,0.942292
325,0.793422
326,1.02176
327,1.02388
328,1.163
329,0.686465
330,1.25521
331,1.08876
332,0.736313
333,0.964717
334,1.43276
335,1.01735
336,1.05854
337,1.08144
338,0.806703
339,1.18034
340,1.11672
341,1.30343
342,0.882232
343,0.794375
344,0.839877
345,1.38403
346,0.971854
347,0.906604
348,0.842653
349,1.04153
350,0.845861
351,1.0887
352,1.00447
353,0.981484
354,1.0957
355,0.72753
356,1.43749
357,1.11751
358,0.918586
359,0.74759
360,0.844762
361,1.23924
362,1.09008
363,1.17492
364,1.04138
365,0.896999
366,0.95444
367,0.753595
368,1.5168
369,0.755784
370,0.794057
371,1.18768
372,0.950478
373,0.875903
374,1.04999
375,0.781766
376,0.599835
377,0.927716
378,1.52623
379,0.984127
380,1.08613
381,0.860364
382,0.76193
383,1.05924
384,0.981071
385,1.41001
386,0.684683
387,0.988872
388,1.24545
389,1.11997
390,0.633117
391,0.837277
392,0.877393
