MDTU,|det-1|^2,1-Re(det),Im(det)
2,0.994039,0.995571,-0.00663927
4,1.00389,1.00178,-0.000897283
6,0.999831,0.999909,0.000320066
8,1.00085,1.00042,0.0001696
10,1.0005,1.00024,0.000319531
12,1.00028,1.00013,-0.000265725
14,1.00028,1.00013,-0.000265725
16,1.00025,1.00012,4.9531e-05
18,1.00062,1.0003,-0.000543221
20,1.00059,1.00029,5.50138e-05
22,0.999448,0.999719,1.08622e-05
24,1.00119,1.00058,0.000240896
26,0.999797,0.999897,0.000250586
28,0.999358,0.999673,1.09777e-05
30,1.00238,1.00115,0.000289647
32,1.00081,1.0004,0.000103879
34,1.00032,1.00016,7.96577e-05
36,1.00032,1.00016,7.96577e-05
38,1.00032,1.00016,7.96577e-05
40,1.00032,1.00016,0.000177474
42,0.999844,0.999918,-0.000391473
44,1.00073,1.00036,0.000533212
46,1.00093,1.00046,0.000206764
48,1.0008,1.00039,0.000290117
50,1.00025,1.00013,0.000247083
52,0.999612,0.999805,-5.32961e-05
54,1.00015,1.00008,0.000200726
56,1.00077,1.00038,-0.000200203
58,1.00013,1.00006,-9.06456e-05
60,1.00068,1.00032,-0.000491163
62,1.00032,1.00016,1.1758e-05
64,0.999709,0.999846,-3.10118e-05
66,1.00002,1,0.000613392
68,1.00039,1.00019,1.93041e-06
70,0.999872,0.999933,-1.93006e-05
72,1.00007,1.00003,-4.10267e-05
74,1.00141,1.0007,0.000240142
76,0.999661,0.999828,-9.153e-05
78,0.999842,0.999917,-0.000241858
80,0.999842,0.999917,-0.000241858
82,1.00012,1.00006,0.000306245
84,0.999745,0.999872,7.17041e-05
86,1.0001,1.00005,0.000228812
88,0.999067,0.999527,0.000229409
90,0.999597,0.999794,7.78828e-05
92,1.00043,1.00021,8.05965e-05
94,0.999997,0.999997,0.000130809
96,1.00052,1.00025,0.000380653
98,0.999213,0.999599,0.000389718
100,1.00059,1.00029,0.000531105
102,1.00021,1.0001,-0.000193965
104,0.999936,0.999966,-0.000116148
106,1.00013,1.00006,-0.000453519
108,0.999794,0.999894,-0.000282479
110,0.999246,0.99962,6.47047e-05
112,1.00043,1.00021,-0.000107443
114,0.99963,0.999812,0.000243304
116,1.00049,1.00024,7.12214e-05
118,0.997593,0.998782,-0.000177987
120,0.99999,0.999992,-0.000244695
122,1.00021,1.0001,0.000167546
124,1.00013,1.00006,0.000140608
126,1.00013,1.00006,1.64968e-05
128,1.00045,1.00022,-0.000207312
130,1.00005,1.00002,-3.76597e-05
132,0.999718,0.999857,4.45238e-05
134,0.999965,0.999957,0.000589733
136,1.00021,1.00009,-0.000699176
138,0.999964,0.999971,-0.000288546
140,1.00074,1.00037,0.000104012
142,1.00334,1.00163,0.000141823
144,0.999277,0.999607,0.000686612
146,1.00029,1.00014,-0.000146564
148,1.00023,1.00011,0.000377216
150,0.999865,0.999929,0.000250913
152,1.00012,1.00006,-0.000124423
154,1.00006,1.00003,-0.000308101
156,1.00006,1.00003,-0.000308101
158,1.00047,1.00023,-0.000250403
160,1.0005,1.00025,0.000253892
162,1.00078,1.00038,-0.00012983
164,1.00003,1.00001,6.53875e-05
166,1.00003,1.00001,6.53875e-05
168,1.00006,1.00003,1.53503e-05
170,1.00062,1.0003,-0.000159587
172,1.00041,1.0002,-1.43317e-05
174,0.999138,0.999566,6.61023e-05
176,0.999282,0.999637,0.000445208
178,0.999818,0.999906,-0.000132969
180,0.999818,0.999906,-0.000132969
182,1.00007,1.00003,0.000261941
184,0.999691,0.999845,0.00011812
186,0.999691,0.999845,0.00011812
188,0.99907,0.999526,0.000216223
190,0.999755,0.999875,3.41166e-05
192,1.00038,1.00019,-4.60872e-05
194,0.999302,0.999648,3.40194e-05
196,1.00026,1.00013,-0.000263619
198,1.00029,1.00014,-0.000118571
200,1.0011,1.00055,0.000331135
202,0.998811,0.999386,0.000562731
204,0.999718,0.999856,0.000236781
206,1.00061,1.0003,-0.000336017
208,0.999208,0.999597,0.000741133
210,1.00051,1.00025,0.000213702
212,1.0003,1.00015,-0.000153552
214,0.99984,0.999918,8.18188e-05
216,1.00044,1.00022,0.000157573
218,1.00056,1.00028,5.78842e-07
220,0.999916,0.999955,3.04509e-05
222,1.00061,1.0003,-1.44517e-06
224,0.999334,0.999665,1.13062e-05
226,1.00035,1.00017,-0.0001284
228,0.999606,0.999759,-0.00138161
230,0.999626,0.999805,-0.000126209
232,1.00039,1.00019,-0.000409605
234,0.999566,0.999775,0.000246191
236,0.999566,0.999775,0.000246191
238,0.999566,0.999775,0.000246191
240,0.999723,0.99986,0.000125419
242,1.00013,1.00006,-4.62118e-06
244,0.999527,0.999761,0.000103021
246,0.998658,0.999312,-0.000650482
248,1.00092,1.00045,-0.000112034
250,0.999845,0.999916,-5.53768e-06
252,1.00005,1.00001,-0.000468141
254,0.999104,0.999541,0.000715627
256,1.00028,1.00014,-5.32499e-07
258,0.999792,0.999894,2.18788e-05
260,1.00122,1.0006,-0.000107489
262,1.00038,1.00018,-0.000120966
264,0.999416,0.999706,-7.84153e-05
266,0.998262,0.999052,0.000540189
268,1.00014,1.00007,0.000273732
270,0.999857,0.999926,-0.000320267
272,0.999682,0.999834,0.000130077
274,0.999225,0.999609,0.000202422
276,0.998495,0.999229,-6.37201e-05
278,0.99817,0.999074,0.000223839
280,1.0006,1.00029,-9.88747e-06
282,0.999428,0.99971,-0.000362502
284,0.999428,0.99971,-0.000362502
286,1.00032,1.00016,0.00024709
288,0.999466,0.999728,3.19003e-05
290,0.999654,0.999824,-0.000276203
292,1.00034,1.00017,8.38839e-05
294,1.00034,1.00017,8.38839e-05
296,1.00062,1.00031,-0.000119603
298,0.999289,0.999643,-0.000101291
300,0.999916,0.999952,-1.34144e-06
302,0.998968,0.999475,-6.45552e-05
304,0.999862,0.99993,-4.65497e-05
306,0.99932,0.999657,0.000188156
308,1.00172,1.00085,-0.000320719
310,1.00065,1.00032,-0.000141416
312,1.00124,1.00061,9.84601e-05
314,0.999613,0.999805,0.000123976
316,1.00016,1.00007,0.000546469
318,0.999387,0.999678,0.000699222
320,1.00035,1.00015,0.0001167
322,1.00013,1.00007,-0.000196604
324,1.00011,1.00005,-0.00010268
326,0.999874,0.999935,7.58858e-05
328,1.00025,1.00012,0.000227775
330,0.999897,0.999946,-4.90486e-05
332,1.00014,1.00007,0.000387848
334,1.0004,1.0002,-3.22269e-05
336,1.00031,1.00015,0.000590896
338,1.00031,1.00015,0.000590896
340,1.00025,1.00012,-0.000209258
342,0.999705,0.999851,5.2666e-06
344,1.00067,1.00031,-3.87441e-05
346,1.00137,1.00067,-0.000339795
348,0.999736,0.999866,6.93383e-05
350,0.99894,0.999459,-0.000430395
352,1.00008,1.00004,-0.000300506
354,0.99954,0.999767,-0.000230668
356,0.998693,0.999338,0.000406189
358,0.999916,0.999951,-0.000521122
360,1.0001,1.00005,0.000263599
362,1.00008,1.00004,6.39036e-05
364,1.00025,1.00012,-1.05292e-05
366,1.00003,1.00001,0.000257982
368,0.999208,0.999602,-0.000119974
370,0.99974,0.999844,0.000871552
372,1.00043,1.00021,-0.00032538
