MDTU,plaq,Re(det),Im(det),link
674,0.605895,0.00263374,0.00566962,1.0934
676,0.66525,0.000786662,0.00105654,1.06847
678,0.517865,0.000990441,0.00108863,1.11675
680,0.576925,0.00204391,0.00202508,1.10289
682,0.715935,0.00265383,0.00303311,1.10022
684,0.715935,0.00265383,0.00303311,1.10022
686,0.571114,0.00184638,0.00190857,1.03089
688,0.545458,0.00084913,0.00123101,1.00095
690,0.557049,0.0023087,0.00159996,1.05105
692,0.554508,0.0152067,0.00523216,1.04181
694,0.660489,0.00116242,0.00134163,1.03471
696,0.578294,0.000861543,0.00203783,1.01952
698,0.558278,0.00174114,0.00137875,1.04706
700,0.631216,0.00434244,0.00313676,1.03894
702,0.790948,0.00268425,0.00179603,1.06734
704,0.592694,0.00207512,0.00370332,1.05871
706,0.694264,0.0017375,0.00186043,1.11064
708,0.659153,0.00400413,0.00166571,1.04856
710,0.519202,0.00208341,0.00283377,1.01876
712,0.639968,0.00123334,0.00313965,1.02398
714,0.580832,0.00102294,0.00143147,1.0382
716,0.617624,0.000930299,0.00195967,1.02182
718,0.530682,0.0024224,0.00132655,1.01207
720,0.630304,0.00148964,0.00126603,1.00925
722,0.668249,0.00215075,0.00195005,0.997362
724,0.59822,0.0016171,0.00289024,1.04301
726,0.514386,0.0014176,0.0021086,1.04385
728,0.546655,0.000967879,0.000946121,1.06046
730,0.584376,0.00156606,0.00554495,1.02678
732,0.649312,0.00144039,0.0011881,1.02146
734,0.647588,0.00118848,0.00156215,1.01806
736,0.55818,0.00441578,0.00525045,1.00631
738,0.55818,0.00441578,0.00525045,1.00631
740,0.614363,0.00349659,0.00395552,1.0344
742,0.676837,0.00109921,0.00178911,1.08217
744,0.556479,0.00221622,0.00124523,1.11172
746,0.640899,0.0026661,0.00169542,1.05339
748,0.725024,0.00579517,0.00216975,1.09321
750,0.541814,0.00319156,0.00199706,1.08023
752,0.541814,0.00319156,0.00199706,1.08023
754,0.57663,0.00074014,0.000649312,1.07044
756,0.620772,0.00152694,0.0017467,1.04918
758,0.63553,0.0014547,0.00163377,1.05622
760,0.619053,0.00117024,0.00119955,1.04039
762,0.549352,0.0012479,0.00190954,1.0175
764,0.42506,0.0017017,0.00100831,1.01498
766,0.573466,0.00122572,0.000892933,1.04633
768,0.552468,0.00451401,0.00678756,1.04615
770,0.72549,0.00256529,0.00129546,1.09704
772,0.728516,0.0044802,0.0027081,1.06403
774,0.581618,0.00150874,0.00195937,1.0789
776,0.58836,0.00294278,0.00269357,1.11865
778,0.826451,0.00479456,0.00428477,1.11865
780,0.826451,0.00479456,0.00428477,1.11865
782,0.591729,0.0032001,0.00241137,1.053
784,0.55144,0.00116765,0.000825468,1.08602
786,0.573943,0.00192051,0.00187981,1.0593
788,0.636743,0.00167304,0.00151203,1.01743
790,0.609206,0.00241677,0.0020027,1.0287
792,0.551488,0.000537915,0.000891389,0.993616
794,0.546014,0.0010061,0.00100037,1.0418
796,0.485498,0.00154691,0.0013963,1.05329
798,0.640339,0.00211646,0.00263181,1.01597
800,0.583704,0.00248307,0.00179092,1.01329
802,0.588366,0.00276655,0.00154892,1.03833
804,0.571144,0.00235533,0.00196136,1.02608
806,0.548644,0.00261119,0.00322316,1.05375
808,0.576662,0.00228638,0.00230571,1.00154
810,0.496154,0.00147806,0.00206945,1.01081
812,0.714923,0.00233934,0.00400158,1.02573
814,0.595099,0.00144788,0.00212116,1.0039
816,0.600736,0.00203475,0.00145428,1.01848
818,0.521955,0.00460648,0.00188592,1.00936
820,0.615366,0.00310266,0.00226305,1.05488
822,0.626506,0.00217014,0.00195004,1.07978
824,0.643238,0.00202365,0.0060145,1.11857
826,0.664872,0.00628327,0.00243537,1.08787
828,0.640842,0.002087,0.00330427,1.03186
830,0.507663,0.00226785,0.00265634,1.04312
832,0.641777,0.00180085,0.00175538,1.1109
834,0.698588,0.00247781,0.00127485,1.06811
836,0.550219,0.00522431,0.0032385,1.03922
838,0.705102,0.00412134,0.0046312,1.09899
840,0.577123,0.00104289,0.00101823,1.02839
842,0.553684,0.00295528,0.00192806,1.0528
844,0.622005,0.00146948,0.00177677,1.0539
846,0.590835,0.0014023,0.00159311,1.0354
848,0.538216,0.00276089,0.0015402,1.02704
850,0.636585,0.00196562,0.00213974,1.06272
852,0.656066,0.000947409,0.00122204,1.01312
854,0.666568,0.00233781,0.00123421,1.01171
856,0.56435,0.00128535,0.000894429,1.0218
858,0.543493,0.00507091,0.0021829,1.00944
