MDTU,ssplaq,stplaq
2,1,1
4,1,1
6,1,1
8,1,1
10,1,1
12,1,1
14,1,1
16,1,1
18,1,1
20,1,1
22,1,1
24,1,1
26,1,1
28,1,1
30,1,1
32,1,1
34,1,1
36,1,1
38,1,1
40,1,1
42,1,1
44,1,1
46,1,1
48,1,1
50,1,1
52,1,1
54,1,1
56,1,1
58,1,1
60,1,1
62,1,1
64,1,1
66,1,1
68,1,1
70,1,1
72,1,1
74,1,1
76,1,1
78,1,1
80,1,1
82,1,1
84,1,1
86,1,1
88,1,1
90,1,1
92,1,1
94,1,1
96,1,1
98,1,1
100,1,1
102,1,1
104,1,1
106,1,1
108,1,1
110,1,1
112,1,1
114,1,1
116,1,1
118,1,1
120,1,1
122,1,1
124,1,1
126,1,1
128,1,1
130,1,1
132,1,1
134,1,1
136,1,1
138,1,1
140,1,1
142,1,1
144,1,1
146,1,1
148,1,1
150,1,1
152,0.269688,0.102567
154,0.269688,0.102567
156,0.269688,0.102567
158,0.269688,0.102567
160,0.269688,0.102567
162,0.269688,0.102567
164,0.269688,0.102567
166,0.269688,0.102567
168,0.269688,0.102567
170,0.269688,0.102567
172,0.269688,0.102567
174,0.269688,0.102567
176,0.269688,0.102567
178,0.269688,0.102567
180,0.269688,0.102567
182,0.269688,0.102567
184,0.269688,0.102567
186,0.269688,0.102567
188,0.269688,0.102567
190,0.269688,0.102567
192,0.269688,0.102567
194,0.269688,0.102567
196,0.269688,0.102567
198,0.269688,0.102567
200,0.269688,0.102567
202,0.269688,0.102567
204,0.269688,0.102567
206,0.269688,0.102567
208,0.269688,0.102567
210,0.269688,0.102567
212,0.269688,0.102567
214,0.269688,0.102567
216,0.269688,0.102567
218,0.269688,0.102567
220,0.269688,0.102567
222,0.269688,0.102567
224,0.269688,0.102567
226,0.269688,0.102567
228,0.269688,0.102567
230,0.269688,0.102567
232,0.269688,0.102567
234,0.269688,0.102567
236,0.269688,0.102567
238,0.269688,0.102567
240,0.269688,0.102567
242,0.269688,0.102567
244,0.269688,0.102567
246,0.269688,0.102567
248,0.269688,0.102567
250,0.269688,0.102567
252,0.269688,0.102567
254,0.269688,0.102567
256,0.269688,0.102567
258,0.269688,0.102567
260,0.269688,0.102567
262,0.269688,0.102567
264,0.269688,0.102567
266,0.269688,0.102567
268,0.269688,0.102567
270,0.269688,0.102567
272,0.269688,0.102567
274,0.269688,0.102567
276,0.269688,0.102567
278,0.269688,0.102567
280,0.269688,0.102567
282,0.269688,0.102567
284,0.269688,0.102567
286,0.269688,0.102567
288,0.269688,0.102567
290,0.269688,0.102567
292,0.269688,0.102567
294,0.269688,0.102567
296,0.269688,0.102567
298,0.269688,0.102567
300,0.269688,0.102567
