t,e^(-dS)
1,0.00441389
2,0.00927901
3,0.00268789
4,0.00149146
5,0.00297057
6,0.00616418
7,0.00554422
8,0.00354932
9,0.00347904
10,0.00542358
11,0.00434382
12,0.00124577
13,0.00524227
14,0.00370527
15,0.00411137
16,0.00160923
17,0.00546714
18,0.00257991
19,0.00800251
20,0.00757426
21,0.00256192
22,0.00404611
23,0.00317325
24,0.00274493
25,0.00439187
26,0.0026373
27,0.00236968
28,0.00513847
29,0.00296761
30,0.00830415
31,0.00882647
32,0.0031011
33,0.00482473
34,0.00656502
35,0.0022139
36,0.0049222
37,0.00508734
38,0.00171559
39,0.00547261
40,0.00768104
41,0.0030641
42,0.0048781
43,0.00380287
44,0.0108456
45,0.00318915
46,0.00409495
47,0.00391868
48,0.00339653
49,0.00217876
50,0.0095616
51,0.00189791
52,0.00351752
53,0.00613957
54,0.00669764
55,0.00362102
56,0.00617035
57,0.00517457
58,0.00662437
59,0.00174151
60,0.0050116
61,0.00114426
62,0.00607241
63,0.0047292
64,0.00525277
65,0.00290884
66,0.00138924
67,0.00341015
68,0.00494193
69,0.00394621
70,0.00438748
71,0.00648671
72,0.00546714
73,0.00382193
74,0.00421545
75,0.00366107
76,0.00606634
77,0.00921429
78,0.0100017
79,0.00997174
80,0.00870376
81,0.00940983
82,0.0105566
83,0.00866035
84,0.00951391
85,0.00878245
86,0.00868637
87,0.00984295
88,0.0113221
89,0.0095044
90,0.00853995
91,0.00775824
92,0.0104935
93,0.00899578
94,0.00829585
95,0.00960953
96,0.00798652
97,0.0118669
98,0.0100619
99,0.0086517
100,0.0107807
101,0.0083291
102,0.0111201
103,0.00819689
104,0.00900478
105,0.0106627
106,0.0103787
107,0.00989229
108,0.011187
109,0.0109217
110,0.00869506
111,0.010483
112,0.0105672
113,0.00940043
114,0.0104621
115,0.00884414
116,0.0101936
117,0.00977429
118,0.010525
119,0.0115508
120,0.0093162
121,0.00983311
122,0.00973527
123,0.00929759
124,0.0134739
125,0.00915917
126,0.00940043
127,0.0093629
128,0.010163
129,0.00932553
130,0.0102754
131,0.00908619
132,0.0102446
133,0.00824622
134,0.00739464
135,0.0106627
136,0.00769642
137,0.0105566
138,0.00890627
139,0.0129197
140,0.00880884
141,0.0091775
142,0.00851437
143,0.00968671
144,0.00974501
145,0.00915001
146,0.0107162
147,0.0091226
148,0.0107269
149,0.0095425
150,0.0104516
151,0.00775824
152,0.00940043
153,0.00946646
154,0.011109
155,0.00927901
156,0.010504
157,0.0100117
158,0.0102344
159,0.0113108
160,0.0117371
161,0.010525
162,0.0083291
163,0.0119145
164,0.00812345
165,0.010214
166,0.00979386
167,0.010504
168,0.00996178
169,0.00971582
170,0.00851437
171,0.00787549
172,0.00902281
173,0.00999171
174,0.0107162
175,0.00999171
176,0.0116669
177,0.0132071
178,0.0101834
179,0.00938165
180,0.010358
181,0.00989229
182,0.0122651
183,0.00895091
184,0.0120342
185,0.00853142
186,0.00841281
187,0.0121067
188,0.0104935
189,0.00996178
190,0.00825447
191,0.0103891
192,0.0106627
193,0.0108347
194,0.0100418
195,0.0100318
196,0.0146986
197,0.0103476
198,0.00887071
199,0.0110757
200,0.0110315
201,0.0109765
202,0.011413
203,0.0096384
204,0.007766
205,0.0100318
206,0.0116669
207,0.00887071
208,0.0119145
209,0.0111424
210,0.0101834
211,0.0095616
212,0.00801853
213,0.00952343
214,0.0093629
215,0.00995182
216,0.00866902
217,0.0096577
218,0.0108347
219,0.00771954
220,0.00967703
221,0.00987252
222,0.0103891
223,0.00895091
224,0.00920508
225,0.0102652
226,0.0117959
227,0.0098528
228,0.00824622
229,0.0081887
230,0.00879124
231,0.0112544
232,0.0103476
233,0.00930689
234,0.00911349
235,0.0116319
236,0.00946646
237,0.011109
238,0.0096384
239,0.00944755
240,0.00967703
241,0.0117841
242,0.00882647
243,0.0111201
244,0.0105884
245,0.00969641
246,0.934662
247,0.955204
248,1.00756
249,1.04919
250,0.987262
251,0.992397
252,0.990242
253,0.977448
254,0.982367
255,1.0049
256,1.00972
257,1.01349
258,1.01605
259,0.9757
260,0.975983
261,1.02724
262,0.966775
263,0.990489
264,1.0631
265,0.932012
266,0.943414
267,0.999222
268,1.03982
269,0.960079
270,1.01426
271,0.975056
272,0.9628
273,0.976725
274,0.991279
275,1.02109
276,0.996861
277,1.03969
278,0.980277
279,1.00428
280,0.987756
281,0.959436
282,1.10102
283,0.992239
284,1.01766
285,0.942547
286,1.04598
287,0.973235
288,0.962155
289,0.994134
290,1.0274
291,0.974014
292,1.05525
293,0.963869
294,1.05335
295,0.985408
296,0.993603
297,0.987469
298,0.971154
299,1.00118
300,1.04626
301,0.990746
302,0.994193
303,0.991205
304,1.06798
305,0.992393
306,1.0474
307,0.937461
308,0.990574
309,0.966794
310,1.02804
311,0.992772
312,1.01642
313,0.994855
314,1.01443
315,0.934887
316,1.02048
317,1.02708
318,1.00737
319,1.0271
320,1.01722
321,1.00929
322,0.994361
323,1.01572
324,0.951134
325,1.06453
326,0.996073
327,0.967558
328,0.978426
329,1.0284
330,1.01953
331,1.04743
332,0.955778
333,1.02906
334,0.966678
335,0.967568
336,1.04771
337,0.995237
338,0.994115
339,0.998975
340,0.98739
341,0.996838
342,1.01654
343,1.0241
344,1.03656
345,0.922184
346,0.976295
347,1.04009
348,1.0203
349,0.93342
350,0.940682
351,1.0259
352,0.988269
353,0.950222
354,0.989792
355,1.07897
356,0.993948
357,0.996814
358,1.02933
359,0.984029
360,0.993131
361,0.980895
362,1.02249
363,0.952019
364,1.0466
365,1.0427
366,1.01941
367,0.926483
368,0.992289
369,0.983095
370,0.978612
371,1.01236
372,0.972845
373,1.02119
374,1.02649
375,0.98015
376,0.964582
377,1.02747
378,1.01548
379,0.992515
380,0.977986
381,0.927094
382,1.09921
383,0.947593
384,1.0405
385,0.954431
386,1.05172
387,0.985693
388,1.00015
389,0.947243
390,0.948219
391,0.982927
392,1.06932
393,0.989713
394,0.994912
395,0.97739
396,0.979268
397,1.03051
398,1.01431
399,1.00377
400,1.03445
401,0.985092
402,0.99074
403,0.956973
404,1.01867
405,0.990992
406,0.979111
407,0.984698
408,1.00458
409,1.02516
410,1.03521
411,0.965345
412,1.10053
413,0.942188
414,0.970203
415,0.944944
416,1.00572
417,1.01135
418,1.0179
419,1.0174
