MDTU,S_B
2,0
4,0
6,0
8,0
10,0
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
52,0
54,0
56,0
58,0
60,0
62,0
64,0
66,0
68,0
70,0
72,0
74,0
76,0
78,0
80,0
82,0
84,0
86,0
88,0
90,0
92,0
94,0
96,0
98,0
100,0
102,0
104,0
106,0
108,0
110,0
112,0
114,0
116,0
118,0
120,0
122,0
124,0
126,0
128,0
130,0
132,0
134,0
136,0
138,0
140,0
142,0
144,0
146,0
148,0
150,0
152,0.696371
154,0.696371
156,0.696371
158,0.696371
160,0.696371
162,0.696371
164,0.696371
166,0.696371
168,0.696371
170,0.696371
172,0.696371
174,0.696371
176,0.696371
178,0.696371
180,0.696371
182,0.696371
184,0.696371
186,0.696371
188,0.696371
190,0.696371
192,0.696371
194,0.696371
196,0.696371
198,0.696371
200,0.696371
202,0.696371
204,0.696371
206,0.696371
208,0.696371
210,0.696371
212,0.696371
214,0.696371
216,0.696371
218,0.696371
220,0.696371
222,0.696371
224,0.696371
226,0.696371
228,0.696371
230,0.696371
232,0.696371
234,0.696371
236,0.696371
238,0.696371
240,0.696371
242,0.696371
244,0.696371
246,0.696371
248,0.696371
250,0.696371
252,0.696371
254,0.696371
256,0.696371
258,0.696371
260,0.696371
262,0.696371
264,0.696371
266,0.696371
268,0.696371
270,0.696371
272,0.696371
274,0.696371
276,0.696371
278,0.696371
280,0.696371
282,0.696371
284,0.696371
286,0.696371
288,0.696371
290,0.696371
292,0.696371
294,0.696371
296,0.696371
298,0.696371
300,0.696371
302,0.696371
304,0.696371
306,0.696371
308,0.696371
310,0.696371
312,0.696371
314,0.696371
316,0.696371
318,0.696371
320,0.696371
322,0.696371
324,0.696371
326,0.696371
328,0.696371
330,0.696371
332,0.696371
334,0.696371
336,0.696371
338,0.696371
340,0.696371
342,0.696371
344,0.696371
346,0.696371
348,0.696371
350,0.696371
352,0.696371
354,0.696371
356,0.696371
358,0.696371
360,0.696371
362,0.696371
364,0.696371
366,0.696371
368,0.696371
370,0.696371
372,0.696371
374,0.696371
376,0.696371
378,0.696371
380,0.696371
382,0.696371
384,0.696371
386,0.696371
388,0.696371
390,0.696371
392,0.696371
394,0.696371
396,0.696371
398,0.696371
400,0.696371
402,0.696371
404,0.696371
406,0.696371
408,0.696371
410,0.696371
412,0.696371
414,0.696371
416,0.696371
418,0.696371
420,0.696371
422,0.696371
424,0.696371
426,0.696371
428,0.696371
430,0.696371
432,0.696371
434,0.696371
436,0.696371
438,0.696371
440,0.696371
442,0.696371
444,0.696371
446,0.696371
448,0.696371
450,0.696371
452,0.696371
454,0.696371
456,0.696371
458,0.696371
460,0.696371
462,0.696371
464,0.696371
466,0.696371
468,0.696371
470,0.696371
472,0.696371
474,0.696371
476,0.696371
478,0.696371
480,0.696371
482,0.696371
484,0.696371
486,0.696371
488,0.696371
490,0.916529
492,0.580106
494,0.560348
496,0.508259
498,0.57992
500,0.504759
502,0.507067
504,0.499919
506,0.490921
508,0.532344
510,0.496929
512,0.543382
514,0.547213
516,0.538595
518,0.510516
520,0.561498
522,0.460543
524,0.525806
526,0.484563
528,0.57962
530,0.57962
532,0.541062
534,0.538522
536,0.596479
538,0.502261
540,0.548993
542,0.481792
544,0.52034
546,0.479346
548,0.503884
550,0.475176
552,0.506402
554,0.576178
556,0.561656
558,0.516626
560,0.547313
562,0.492885
564,0.516493
566,0.501603
568,0.47689
570,0.514852
572,0.55748
574,0.489414
576,0.482482
578,0.487701
580,0.45285
582,0.445715
584,0.453601
586,0.450572
588,0.511773
590,0.491204
592,0.518139
594,0.48621
596,0.432835
598,0.475226
600,0.500923
602,0.520502
604,0.512017
606,0.516465
608,0.502416
610,0.51809
612,0.563331
614,0.528609
616,0.452777
618,0.46772
620,0.439299
622,0.50997
624,0.445075
626,0.542693
628,0.548937
630,0.46915
632,0.557367
634,0.466068
636,0.487244
638,0.496463
640,0.511663
642,0.500348
644,0.496375
646,0.524646
648,0.476555
650,0.495427
652,0.471361
654,0.520542
656,0.498549
658,0.534921
660,0.486618
662,0.525699
664,0.552363
666,0.489514
668,0.527221
670,0.484185
672,0.462446
674,0.458687
676,0.52216
678,0.529124
680,0.506041
682,0.539914
684,0.443131
686,0.588192
688,0.507902
690,0.493503
692,0.488053
694,0.585898
696,0.526572
698,0.526572
700,0.495345
702,0.484599
704,0.56607
706,0.501159
708,0.465174
710,0.532719
712,0.548335
714,0.495143
716,0.559438
718,0.487408
720,0.479355
722,0.509118
724,0.504002
726,0.500455
728,0.535191
730,0.494798
732,0.549744
734,0.535214
736,0.473703
738,0.519757
740,0.485729
742,0.472414
744,0.487262
746,0.485442
748,0.524026
750,0.504394
752,0.448035
754,0.463589
756,0.441983
758,0.510748
760,0.451074
762,0.387557
764,0.475189
766,0.4682
768,0.509936
770,0.494828
772,0.515563
774,0.557416
776,0.530829
778,0.476031
780,0.4149
782,0.449371
784,0.511936
786,0.496184
788,0.540491
790,0.527792
792,0.522406
794,0.531212
796,0.489321
798,0.535828
800,0.591436
802,0.580999
804,0.48178
806,0.437933
808,0.487671
810,0.499862
812,0.521472
814,0.50094
816,0.446331
818,0.496714
820,0.514421
822,0.521238
824,0.530463
826,0.504963
828,0.43342
830,0.467691
832,0.512793
834,0.474514
836,0.511841
838,0.467249
840,0.486311
842,0.506781
844,0.507886
846,0.593323
848,0.564413
850,0.48899
852,0.480421
854,0.48684
856,0.483125
858,0.496833
860,0.447129
862,0.586841
864,0.559484
866,0.453984
868,0.494957
870,0.463855
872,0.492176
874,0.530222
876,0.613941
878,0.534928
880,0.541706
882,0.478393
884,0.509076
886,0.462034
888,0.445444
890,0.511011
892,0.593223
894,0.516494
896,0.470269
898,0.533528
900,0.489075
902,0.502873
904,0.516489
906,0.505824
908,0.492322
910,0.520206
912,0.510332
914,0.468535
916,0.49854
918,0.516104
920,0.514622
922,0.45186
924,0.507181
926,0.528255
928,0.452941
930,0.505857
932,0.510906
934,0.531905
936,0.538674
938,0.537012
940,0.518619
942,0.48695
944,0.48695
946,0.501454
948,0.441861
950,0.517401
952,0.424975
954,0.502119
956,0.508892
958,0.498771
960,0.490889
962,0.52177
964,0.539544
966,0.49336
968,0.566007
970,0.541654
972,0.467503
974,0.534451
976,0.477006
978,0.494546
980,0.562221
982,0.573706
984,0.458101
986,0.502403
988,0.543121
990,0.536238
992,0.522765
994,0.520805
996,0.46377
998,0.529125
1000,0.544077
1002,0.552273
1004,0.523339
1006,0.457849
1008,0.537027
1010,0.511881
1012,0.481651
1014,0.509128
1016,0.481159
1018,0.50136
1020,0.521241
1022,0.481304
1024,0.549513
1026,0.583777
1028,0.510334
1030,0.512706
1032,0.567266
1034,0.547304
1036,0.537277
1038,0.525744
1040,0.50564
1042,0.526364
1044,0.53838
1046,0.447585
1048,0.418199
1050,0.472192
1052,0.502209
1054,0.508528
1056,0.497556
1058,0.453145
1060,0.486493
1062,0.534538
1064,0.530169
1066,0.475205
1068,0.461514
1070,0.436505
1072,0.538156
1074,0.504304
1076,0.538112
1078,0.550068
1080,0.558176
1082,0.477739
1084,0.491354
1086,0.481914
1088,0.509569
1090,0.525088
1092,0.527712
1094,0.495628
1096,0.560578
1098,0.527222
1100,0.517096
1102,0.531504
1104,0.495585
1106,0.495043
1108,0.546098
1110,0.52175
1112,0.482723
1114,0.537687
1116,0.500948
1118,0.476798
1120,0.511499
1122,0.479273
1124,0.51655
1126,0.490329
1128,0.431486
1130,0.449764
1132,0.495527
1134,0.446983
1136,0.4971
1138,0.53678
1140,0.479265
1142,0.506809
1144,0.477003
1146,0.529728
1148,0.514543
1150,0.550904
1152,0.430144
1154,0.450662
1156,0.510064
1158,0.492269
1160,0.553106
1162,0.518357
1164,0.535776
1166,0.566141
1168,0.475759
1170,0.502338
1172,0.470833
1174,0.482174
1176,0.557354
1178,0.482688
1180,0.536698
1182,0.537558
1184,0.539656
1186,0.544509
1188,0.518062
1190,0.454264
1192,0.536347
1194,0.509049
1196,0.439728
1198,0.437789
1200,0.465016
1202,0.423132
1204,0.509316
1206,0.535707
1208,0.532774
1210,0.517184
1212,0.500276
1214,0.489308
1216,0.490245
1218,0.501462
1220,0.503708
1222,0.455871
1224,0.462467
1226,0.51582
1228,0.497775
1230,0.45482
1232,0.517628
1234,0.472974
1236,0.539997
1238,0.535067
1240,0.540699
1242,0.555157
1244,0.537287
1246,0.488904
1248,0.467646
1250,0.460927
1252,0.485527
1254,0.504297
1256,0.464147
1258,0.477716
1260,0.585657
1262,0.542076
1264,0.520788
1266,0.562003
1268,0.489285
1270,0.490929
1272,0.519464
1274,0.454581
1276,0.472765
1278,0.505026
1280,0.536198
1282,0.513703
1284,0.533966
1286,0.568931
1288,0.513768
1290,0.552221
1292,0.557898
1294,0.501894
1296,0.433433
1298,0.52884
1300,0.461518
1302,0.519808
1304,0.518186
1306,0.486996
1308,0.493256
1310,0.492175
1312,0.538114
1314,0.55525
1316,0.474772
1318,0.576768
1320,0.46576
1322,0.479254
1324,0.537577
1326,0.471674
1328,0.516307
1330,0.615458
1332,0.464861
1334,0.484176
1336,0.543833
1338,0.465414
1340,0.507199
1342,0.482241
1344,0.516714
1346,0.443659
1348,0.492821
1350,0.526124
1352,0.562696
1354,0.487456
1356,0.540535
1358,0.445001
1360,0.527086
1362,0.562118
1364,0.470532
1366,0.461611
1368,0.550042
1370,0.493142
1372,0.454259
1374,0.493174
1376,0.551823
1378,0.550318
1380,0.597752
1382,0.538612
1384,0.475407
1386,0.471123
1388,0.47047
1390,0.450024
1392,0.466396
1394,0.585644
1396,0.508839
1398,0.497548
1400,0.516045
1402,0.487264
1404,0.451643
1406,0.511677
1408,0.497771
1410,0.557647
1412,0.509766
1414,0.512655
1416,0.506057
1418,0.517215
1420,0.494234
1422,0.47885
1424,0.493675
1426,0.456194
1428,0.467135
1430,0.458142
1432,0.485451
1434,0.463312
1436,0.472213
1438,0.536293
1440,0.576003
1442,0.540798
1444,0.528518
1446,0.502235
1448,0.504769
1450,0.483279
1452,0.49775
1454,0.481703
1456,0.481969
1458,0.605956
1460,0.479724
1462,0.544115
1464,0.492759
1466,0.524421
1468,0.534951
1470,0.533774
1472,0.502718
1474,0.550025
1476,0.564112
1478,0.546574
1480,0.539177
1482,0.524825
1484,0.496137
1486,0.453738
1488,0.480867
1490,0.572487
1492,0.529499
1494,0.499496
1496,0.439696
1498,0.46328
1500,0.532403
1502,0.507841
1504,0.467232
1506,0.551979
1508,0.560405
1510,0.535416
1512,0.521612
1514,0.526725
1516,0.56106
1518,0.515936
1520,0.57067
1522,0.57067
1524,0.492561
1526,0.497569
1528,0.492982
1530,0.482041
1532,0.503231
1534,0.518479
1536,0.451193
1538,0.550942
1540,0.5339
1542,0.505291
1544,0.526993
1546,0.507174
1548,0.466272
1550,0.541902
1552,0.550806
1554,0.466122
1556,0.498456
1558,0.498456
1560,0.497346
1562,0.497273
1564,0.499447
1566,0.571518
1568,0.502657
1570,0.497503
1572,0.459424
1574,0.518285
1576,0.485741
1578,0.533682
1580,0.507054
1582,0.468203
1584,0.487329
1586,0.464203
1588,0.445755
1590,0.526046
1592,0.632135
1594,0.524546
1596,0.555679
1598,0.514286
1600,0.543134
1602,0.487482
1604,0.51662
1606,0.540542
1608,0.496082
1610,0.538943
1612,0.505861
1614,0.46478
1616,0.506649
1618,0.519398
1620,0.502437
1622,0.484314
1624,0.508724
1626,0.476221
1628,0.457789
1630,0.465948
1632,0.511079
1634,0.522129
1636,0.493884
1638,0.549265
1640,0.591944
1642,0.591944
1644,0.549272
1646,0.501993
1648,0.515369
1650,0.480063
1652,0.490594
1654,0.52338
1656,0.483118
1658,0.465099
1660,0.465366
1662,0.473632
1664,0.486984
1666,0.527036
1668,0.525645
1670,0.438685
1672,0.503973
1674,0.51587
1676,0.503377
1678,0.484589
1680,0.490567
1682,0.471855
1684,0.502142
1686,0.487868
1688,0.469227
1690,0.453165
1692,0.503009
1694,0.458476
1696,0.484773
1698,0.414911
1700,0.536271
1702,0.526595
1704,0.514477
1706,0.500969
1708,0.479155
1710,0.513866
1712,0.476875
1714,0.516272
1716,0.474888
1718,0.493497
1720,0.516921
1722,0.487958
1724,0.480409
1726,0.447388
1728,0.514149
1730,0.515674
1732,0.535565
1734,0.497856
1736,0.495378
1738,0.503627
1740,0.525857
1742,0.4753
1744,0.552061
1746,0.490283
1748,0.494558
1750,0.500513
1752,0.51524
1754,0.488129
1756,0.50699
1758,0.502056
1760,0.522083
1762,0.493371
1764,0.449113
1766,0.481131
1768,0.538246
1770,0.508189
1772,0.458351
1774,0.481299
1776,0.498758
1778,0.459812
1780,0.549882
1782,0.575803
1784,0.582385
1786,0.540572
1788,0.493508
1790,0.467265
1792,0.476579
1794,0.49448
1796,0.570737
1798,0.530862
1800,0.495759
1802,0.508846
1804,0.482207
1806,0.505003
1808,0.481017
1810,0.570857
1812,0.55064
1814,0.479436
1816,0.447523
1818,0.528688
1820,0.522947
1822,0.470785
1824,0.460589
1826,0.529772
1828,0.480575
1830,0.475141
1832,0.498918
1834,0.519186
1836,0.469923
1838,0.538091
1840,0.501857
1842,0.480265
1844,0.506458
1846,0.546527
1848,0.518437
1850,0.43267
1852,0.52995
1854,0.506054
1856,0.522141
1858,0.522141
1860,0.460592
1862,0.496599
1864,0.489273
1866,0.52013
1868,0.524468
1870,0.482242
1872,0.51745
1874,0.473091
1876,0.514365
1878,0.478531
1880,0.526077
1882,0.528093
1884,0.588007
1886,0.50869
1888,0.489655
1890,0.473748
1892,0.52197
1894,0.493905
1896,0.498651
1898,0.492817
1900,0.541981
1902,0.513577
1904,0.521411
1906,0.493835
1908,0.573627
1910,0.616068
1912,0.591262
1914,0.44199
1916,0.492749
