MDTU,link
2,1
4,1
6,1
8,1
10,1
12,1
14,1
16,1
18,1
20,1
22,1
24,1
26,1
28,1
30,1
32,1
34,1
36,1
38,1
40,1
42,1
44,1
46,1
48,1
50,1
52,1
54,1
56,1
58,1
60,1
62,1
64,1
66,1
68,1
70,1
72,1
74,1
76,1
78,1
80,1
82,1
84,1
86,1
88,1
90,1
92,1
94,1
96,1
98,1
100,1
102,1
104,1
106,1
108,1
110,1
112,1
114,1
116,1
118,1
120,1
122,1
124,1
126,1
128,1
130,1
132,1
134,1
136,1
138,1
140,1
142,1
144,1
146,1
148,1
150,1
152,0.333157
154,0.333157
156,0.333157
158,0.333157
160,0.333157
162,0.333157
164,0.333157
166,0.333157
168,0.333157
170,0.333157
172,0.333157
174,0.333157
176,0.333157
178,0.333157
180,0.333157
182,0.333157
184,0.333157
186,0.333157
188,0.333157
190,0.333157
192,0.333157
194,0.333157
196,0.333157
198,0.333157
200,0.333157
202,0.333157
204,0.333157
206,0.333157
208,0.333157
210,0.333157
212,0.333157
214,0.333157
216,0.333157
218,0.333157
220,0.333157
222,0.333157
224,0.333157
226,0.333157
228,0.333157
230,0.333157
232,0.333157
234,0.333157
236,0.333157
238,0.333157
240,0.333157
242,0.333157
244,0.333157
246,0.333157
248,0.333157
250,0.333157
252,0.333157
254,0.333157
256,0.333157
258,0.333157
260,0.333157
262,0.333157
264,0.333157
266,0.333157
268,0.333157
270,0.333157
272,0.333157
274,0.333157
276,0.333157
278,0.333157
280,0.333157
282,0.333157
284,0.333157
286,0.333157
288,0.333157
290,0.333157
292,0.333157
294,0.333157
296,0.333157
298,0.333157
300,0.333157
302,0.333157
304,0.333157
306,0.333157
308,0.333157
310,0.333157
312,0.333157
314,0.333157
316,0.333157
318,0.333157
320,0.333157
322,0.333157
324,0.333157
326,0.333157
328,0.333157
330,0.333157
332,0.333157
334,0.333157
336,0.333157
338,0.333157
340,0.333157
342,0.333157
344,0.333157
346,0.333157
348,0.333157
350,0.333157
352,0.333157
354,0.333157
356,0.333157
358,0.333157
360,0.333157
362,0.333157
364,0.333157
366,0.333157
368,0.333157
370,0.333157
372,0.333157
374,0.333157
376,0.333157
378,0.333157
380,0.333157
382,0.333157
384,0.333157
386,0.333157
388,0.333157
390,0.333157
392,0.333157
394,0.333157
396,0.333157
398,0.333157
400,0.333157
402,0.333157
404,0.333157
406,0.333157
408,0.333157
410,0.333157
412,0.333157
414,0.333157
416,0.333157
418,0.333157
420,0.333157
422,0.333157
424,0.333157
426,0.333157
428,0.333157
430,0.333157
432,0.333157
434,0.333157
436,0.333157
438,0.333157
440,0.333157
442,0.333157
444,0.333157
446,0.333157
448,0.333157
450,0.333157
452,0.333157
454,0.333157
456,0.333157
458,0.333157
460,0.333157
462,0.333157
464,0.333157
466,0.333157
468,0.333157
470,0.333157
472,0.333157
474,0.333157
476,0.333157
478,0.333157
480,0.333157
482,0.333157
484,0.333157
486,0.333157
488,0.333157
490,0.0267446
492,0.0286167
494,0.0272564
496,0.0283406
498,0.0319953
500,0.0280658
502,0.0295924
504,0.0282447
506,0.0323302
508,0.0309693
510,0.0291786
512,0.0302205
514,0.0326909
516,0.0289654
518,0.026003
520,0.0295787
522,0.0292469
524,0.0320141
526,0.0284498
528,0.0297914
530,0.0297914
532,0.0303704
534,0.0279002
536,0.0369473
538,0.0291642
540,0.0278505
542,0.0261436
544,0.0301541
546,0.027464
548,0.0309039
550,0.0290729
552,0.0273783
554,0.0331652
556,0.0311328
558,0.029216
560,0.0294981
562,0.0306678
564,0.0315439
566,0.027922
568,0.0269578
570,0.0310152
572,0.0308642
574,0.0321283
576,0.0282408
578,0.032127
580,0.0259319
582,0.0256101
584,0.0314423
586,0.0301906
588,0.027311
590,0.0294705
592,0.0309288
594,0.026726
596,0.0287409
598,0.0279905
600,0.02971
602,0.0295376
604,0.0295535
606,0.0267734
608,0.0300013
610,0.0290735
612,0.0299424
614,0.0306317
616,0.0257442
618,0.0259803
620,0.0277336
622,0.0307457
624,0.0283023
626,0.0261431
628,0.0288473
630,0.0285172
632,0.0352532
634,0.0298897
636,0.031859
638,0.028214
640,0.0276798
642,0.0292808
644,0.0317314
646,0.0282132
648,0.0256331
650,0.0278312
652,0.0284068
654,0.0280278
656,0.0312374
658,0.033653
660,0.0282485
662,0.0348745
664,0.0319798
666,0.0286546
668,0.0302765
670,0.0310517
672,0.0273666
674,0.0268498
676,0.0300458
678,0.0324688
680,0.0291368
682,0.0303159
684,0.024181
686,0.0279114
688,0.0258888
690,0.0304479
692,0.0280703
694,0.0319625
696,0.0292381
698,0.0292381
700,0.0329278
702,0.0303882
704,0.032508
706,0.0292374
708,0.029162
710,0.0297007
712,0.0330399
714,0.0276824
716,0.0290297
718,0.0301663
720,0.0296093
722,0.0271456
724,0.0292419
726,0.0308026
728,0.0309157
730,0.031773
732,0.0327392
734,0.0273989
736,0.0239279
