MDTU,min_ave,max_ave
2,0,0
4,0,0
6,0,0
8,0,0
10,0,0
12,0,0
14,0,0
16,0,0
18,0,0
20,0,0
22,0,0
24,0,0
26,0,0
28,0,0
30,0,0
32,0,0
34,0,0
36,0,0
38,0,0
40,0,0
42,0,0
44,0,0
46,0,0
48,0,0
50,0,0
52,0,0
54,0,0
56,0,0
58,0,0
60,0,0
62,0,0
64,0,0
66,0,0
68,0,0
70,0,0
72,0,0
74,0,0
76,0,0
78,0,0
80,0,0
82,0,0
84,0,0
86,0,0
88,0,0
90,0,0
92,0,0
94,0,0
96,0,0
98,0,0
100,0,0
102,0,0
104,0,0
106,0,0
108,0,0
110,0,0
112,0,0
114,0,0
116,0,0
118,0,0
120,0,0
122,0,0
124,0,0
126,0,0
128,0,0
130,0,0
132,0,0
134,0,0
136,0,0
138,0,0
140,0,0
142,0,0
144,0,0
146,0,0
148,0,0
150,0,0
152,-0.626489,-0.420805
154,-0.626489,-0.420805
156,-0.626489,-0.420805
158,-0.626489,-0.420805
160,-0.626489,-0.420805
162,-0.626489,-0.420805
164,-0.626489,-0.420805
166,-0.626489,-0.420805
168,-0.626489,-0.420805
170,-0.626489,-0.420805
172,-0.626489,-0.420805
174,-0.626489,-0.420805
176,-0.626489,-0.420805
178,-0.626489,-0.420805
180,-0.626489,-0.420805
182,-0.626489,-0.420805
184,-0.626489,-0.420805
186,-0.626489,-0.420805
188,-0.626489,-0.420805
190,-0.626489,-0.420805
192,-0.626489,-0.420805
194,-0.626489,-0.420805
196,-0.626489,-0.420805
198,-0.626489,-0.420805
200,-0.626489,-0.420805
202,-0.626489,-0.420805
204,-0.626489,-0.420805
206,-0.626489,-0.420805
208,-0.626489,-0.420805
210,-0.626489,-0.420805
212,-0.626489,-0.420805
214,-0.626489,-0.420805
216,-0.626489,-0.420805
218,-0.626489,-0.420805
220,-0.626489,-0.420805
222,-0.626489,-0.420805
224,-0.626489,-0.420805
226,-0.626489,-0.420805
228,-0.626489,-0.420805
230,-0.626489,-0.420805
232,-0.626489,-0.420805
234,-0.626489,-0.420805
236,-0.626489,-0.420805
238,-0.626489,-0.420805
240,-0.626489,-0.420805
242,-0.626489,-0.420805
244,-0.626489,-0.420805
246,-0.626489,-0.420805
248,-0.626489,-0.420805
250,-0.626489,-0.420805
252,-0.626489,-0.420805
254,-0.626489,-0.420805
256,-0.626489,-0.420805
258,-0.626489,-0.420805
260,-0.626489,-0.420805
262,-0.626489,-0.420805
264,-0.626489,-0.420805
266,-0.626489,-0.420805
268,-0.626489,-0.420805
270,-0.626489,-0.420805
272,-0.626489,-0.420805
274,-0.626489,-0.420805
276,-0.626489,-0.420805
278,-0.626489,-0.420805
280,-0.626489,-0.420805
282,-0.626489,-0.420805
284,-0.626489,-0.420805
286,-0.626489,-0.420805
288,-0.626489,-0.420805
290,-0.626489,-0.420805
292,-0.626489,-0.420805
294,-0.626489,-0.420805
296,-0.626489,-0.420805
298,-0.626489,-0.420805
300,-0.626489,-0.420805
302,-0.626489,-0.420805
304,-0.626489,-0.420805
306,-0.626489,-0.420805
308,-0.626489,-0.420805
310,-0.626489,-0.420805
312,-0.626489,-0.420805
314,-0.626489,-0.420805
316,-0.626489,-0.420805
318,-0.626489,-0.420805
320,-0.626489,-0.420805
322,-0.626489,-0.420805
324,-0.626489,-0.420805
326,-0.626489,-0.420805
328,-0.626489,-0.420805
330,-0.626489,-0.420805
332,-0.626489,-0.420805
334,-0.626489,-0.420805
336,-0.626489,-0.420805
338,-0.626489,-0.420805
340,-0.626489,-0.420805
342,-0.626489,-0.420805
344,-0.626489,-0.420805
346,-0.626489,-0.420805
348,-0.626489,-0.420805
350,-0.626489,-0.420805
352,-0.626489,-0.420805
354,-0.626489,-0.420805
356,-0.626489,-0.420805
358,-0.626489,-0.420805
360,-0.626489,-0.420805
362,-0.626489,-0.420805
364,-0.626489,-0.420805
366,-0.626489,-0.420805
368,-0.626489,-0.420805
370,-0.626489,-0.420805
372,-0.626489,-0.420805
374,-0.626489,-0.420805
376,-0.626489,-0.420805
378,-0.626489,-0.420805
380,-0.626489,-0.420805
382,-0.626489,-0.420805
384,-0.626489,-0.420805
386,-0.626489,-0.420805
388,-0.626489,-0.420805
390,-0.626489,-0.420805
392,-0.626489,-0.420805
394,-0.626489,-0.420805
396,-0.626489,-0.420805
398,-0.626489,-0.420805
400,-0.626489,-0.420805
402,-0.626489,-0.420805
404,-0.626489,-0.420805
406,-0.626489,-0.420805
408,-0.626489,-0.420805
410,-0.626489,-0.420805
412,-0.626489,-0.420805
414,-0.626489,-0.420805
416,-0.626489,-0.420805
418,-0.626489,-0.420805
420,-0.626489,-0.420805
422,-0.626489,-0.420805
424,-0.626489,-0.420805
426,-0.626489,-0.420805
428,-0.626489,-0.420805
430,-0.626489,-0.420805
432,-0.626489,-0.420805
434,-0.626489,-0.420805
436,-0.626489,-0.420805
438,-0.626489,-0.420805
440,-0.626489,-0.420805
442,-0.626489,-0.420805
444,-0.626489,-0.420805
446,-0.626489,-0.420805
448,-0.626489,-0.420805
450,-0.626489,-0.420805
452,-0.626489,-0.420805
454,-0.626489,-0.420805
456,-0.626489,-0.420805
458,-0.626489,-0.420805
460,-0.626489,-0.420805
462,-0.626489,-0.420805
464,-0.626489,-0.420805
466,-0.626489,-0.420805
468,-0.626489,-0.420805
470,-0.626489,-0.420805
472,-0.626489,-0.420805
474,-0.626489,-0.420805
476,-0.626489,-0.420805
478,-0.626489,-0.420805
480,-0.626489,-0.420805
482,-0.626489,-0.420805
484,-0.626489,-0.420805
486,-0.626489,-0.420805
488,-0.626489,-0.420805
490,-2.33997,-1.32083
492,-2.82293,-1.48217
494,-2.7581,-1.54924
496,-2.80945,-1.54357
498,-2.81725,-1.51157
500,-2.79476,-1.54989
502,-2.75013,-1.5573
504,-2.76195,-1.55736
506,-2.75125,-1.56163
508,-2.77285,-1.5274
510,-2.86954,-1.55589
512,-2.80498,-1.52562
514,-2.76858,-1.52253
516,-2.70892,-1.54425
518,-2.78199,-1.53842
520,-2.92161,-1.52379
522,-2.77426,-1.58664
524,-2.89494,-1.51266
526,-2.78707,-1.55768
528,-2.7229,-1.53694
530,-2.7229,-1.53694
