MDTU,plaq,Re(det),Im(det),link
2,0,0,0,1
4,0,0,0,1
6,0,0,0,1
8,0,0,0,1
10,0,0,0,1
12,0,0,0,1
14,0,0,0,1
16,0,0,0,1
18,0,0,0,1
20,0,0,0,1
22,0,0,0,1
24,0,0,0,1
26,0,0,0,1
28,0,0,0,1
30,0,0,0,1
32,0,0,0,1
34,0,0,0,1
36,0,0,0,1
38,0,0,0,1
40,0,0,0,1
42,0,0,0,1
44,0,0,0,1
46,0,0,0,1
48,0,0,0,1
50,0,0,0,1
52,0,0,0,1
54,0,0,0,1
56,0,0,0,1
58,0,0,0,1
60,0,0,0,1
62,0,0,0,1
64,0,0,0,1
66,0,0,0,1
68,0,0,0,1
70,0,0,0,1
72,0,0,0,1
74,0,0,0,1
76,0,0,0,1
78,0,0,0,1
80,0,0,0,1
82,0,0,0,1
84,0,0,0,1
86,0,0,0,1
88,0,0,0,1
90,0,0,0,1
92,0,0,0,1
94,0,0,0,1
96,0,0,0,1
98,0,0,0,1
100,0,0,0,1
102,0,0,0,1
104,0,0,0,1
106,0,0,0,1
108,0,0,0,1
110,0,0,0,1
112,0,0,0,1
114,0,0,0,1
116,0,0,0,1
118,0,0,0,1
120,0,0,0,1
122,0,0,0,1
124,0,0,0,1
126,0,0,0,1
128,0,0,0,1
130,0,0,0,1
132,0,0,0,1
134,0,0,0,1
136,0,0,0,1
138,0,0,0,1
140,0,0,0,1
142,0,0,0,1
144,0,0,0,1
146,0,0,0,1
148,0,0,0,1
150,0,0,0,1
152,0.0187439,0.00224681,0.00185357,0.441248
154,0.0187439,0.00224681,0.00185357,0.441248
156,0.0187439,0.00224681,0.00185357,0.441248
158,0.0187439,0.00224681,0.00185357,0.441248
160,0.0187439,0.00224681,0.00185357,0.441248
162,0.0187439,0.00224681,0.00185357,0.441248
164,0.0187439,0.00224681,0.00185357,0.441248
166,0.0187439,0.00224681,0.00185357,0.441248
168,0.0187439,0.00224681,0.00185357,0.441248
170,0.0187439,0.00224681,0.00185357,0.441248
172,0.0187439,0.00224681,0.00185357,0.441248
174,0.0187439,0.00224681,0.00185357,0.441248
176,0.0187439,0.00224681,0.00185357,0.441248
178,0.0187439,0.00224681,0.00185357,0.441248
180,0.0187439,0.00224681,0.00185357,0.441248
182,0.0187439,0.00224681,0.00185357,0.441248
184,0.0187439,0.00224681,0.00185357,0.441248
186,0.0187439,0.00224681,0.00185357,0.441248
188,0.0187439,0.00224681,0.00185357,0.441248
190,0.0187439,0.00224681,0.00185357,0.441248
192,0.0187439,0.00224681,0.00185357,0.441248
194,0.0187439,0.00224681,0.00185357,0.441248
196,0.0187439,0.00224681,0.00185357,0.441248
198,0.0187439,0.00224681,0.00185357,0.441248
200,0.0187439,0.00224681,0.00185357,0.441248
202,0.0187439,0.00224681,0.00185357,0.441248
204,0.0187439,0.00224681,0.00185357,0.441248
206,0.0187439,0.00224681,0.00185357,0.441248
208,0.0187439,0.00224681,0.00185357,0.441248
210,0.0187439,0.00224681,0.00185357,0.441248
212,0.0187439,0.00224681,0.00185357,0.441248
214,0.0187439,0.00224681,0.00185357,0.441248
216,0.0187439,0.00224681,0.00185357,0.441248
218,0.0187439,0.00224681,0.00185357,0.441248
220,0.0187439,0.00224681,0.00185357,0.441248
222,0.0187439,0.00224681,0.00185357,0.441248
224,0.0187439,0.00224681,0.00185357,0.441248
226,0.0187439,0.00224681,0.00185357,0.441248
228,0.0187439,0.00224681,0.00185357,0.441248
230,0.0187439,0.00224681,0.00185357,0.441248
232,0.0187439,0.00224681,0.00185357,0.441248
234,0.0187439,0.00224681,0.00185357,0.441248
236,0.0187439,0.00224681,0.00185357,0.441248
238,0.0187439,0.00224681,0.00185357,0.441248
240,0.0187439,0.00224681,0.00185357,0.441248
242,0.0187439,0.00224681,0.00185357,0.441248
244,0.0187439,0.00224681,0.00185357,0.441248
246,0.0187439,0.00224681,0.00185357,0.441248
248,0.0187439,0.00224681,0.00185357,0.441248
250,0.0187439,0.00224681,0.00185357,0.441248
252,0.0187439,0.00224681,0.00185357,0.441248
