MDTU,|Tr(Lx)|
2,1
4,1
6,1
8,1
10,1
12,1
14,1
16,1
18,1
20,1
22,1
24,1
26,1
28,1
30,1
32,1
34,1
36,1
38,1
40,1
42,1
44,1
46,1
48,1
50,1
52,1
54,1
56,1
58,1
60,1
62,1
64,1
66,1
68,1
70,1
72,1
74,1
76,1
78,1
80,1
82,1
84,1
86,1
88,1
90,1
92,1
94,1
96,1
98,1
100,1
102,1
104,1
106,1
108,1
110,1
112,1
114,1
116,1
118,1
120,1
122,1
124,1
126,1
128,1
130,1
132,1
134,1
136,1
138,1
140,1
142,1
144,1
146,1
148,1
150,1
152,0.429636
154,0.429636
156,0.429636
158,0.429636
160,0.429636
162,0.429636
164,0.429636
166,0.429636
168,0.429636
170,0.429636
172,0.429636
174,0.429636
176,0.429636
178,0.429636
180,0.429636
182,0.429636
184,0.429636
186,0.429636
188,0.429636
190,0.429636
192,0.429636
194,0.429636
196,0.429636
198,0.429636
200,0.429636
202,0.429636
204,0.429636
206,0.429636
208,0.429636
210,0.429636
212,0.429636
214,0.429636
216,0.429636
218,0.429636
220,0.429636
222,0.429636
224,0.429636
226,0.429636
228,0.429636
230,0.429636
232,0.429636
234,0.429636
236,0.429636
238,0.429636
240,0.429636
242,0.429636
244,0.429636
246,0.429636
248,0.429636
250,0.429636
252,0.429636
254,0.429636
256,0.429636
258,0.429636
260,0.429636
262,0.429636
264,0.429636
266,0.429636
268,0.429636
270,0.429636
272,0.429636
274,0.429636
276,0.429636
278,0.429636
280,0.429636
282,0.429636
284,0.429636
286,0.429636
288,0.429636
290,0.429636
292,0.429636
294,0.429636
296,0.429636
298,0.429636
300,0.429636
302,0.429636
304,0.429636
306,0.429636
308,0.429636
310,0.429636
312,0.429636
314,0.429636
316,0.429636
318,0.429636
320,0.429636
322,0.429636
324,0.429636
326,0.429636
328,0.429636
330,0.429636
332,0.429636
334,0.429636
336,0.429636
338,0.429636
340,0.429636
342,0.429636
344,0.429636
346,0.429636
348,0.429636
350,0.429636
352,0.429636
354,0.429636
356,0.429636
358,0.429636
360,0.429636
362,0.429636
364,0.429636
366,0.429636
368,0.429636
370,0.429636
372,0.429636
374,0.429636
376,0.429636
378,0.429636
380,0.429636
382,0.429636
384,0.429636
386,0.429636
388,0.429636
390,0.429636
392,0.429636
394,0.429636
396,0.429636
398,0.429636
400,0.429636
402,0.429636
404,0.429636
406,0.429636
408,0.429636
410,0.429636
412,0.429636
414,0.429636
416,0.429636
418,0.429636
420,0.429636
422,0.429636
424,0.429636
426,0.429636
428,0.429636
430,0.429636
432,0.429636
434,0.429636
436,0.429636
438,0.429636
440,0.429636
442,0.429636
444,0.429636
446,0.429636
448,0.429636
450,0.429636
452,0.429636
454,0.429636
456,0.429636
458,0.429636
460,0.429636
462,0.429636
464,0.429636
466,0.429636
468,0.429636
470,0.429636
472,0.429636
474,0.429636
476,0.429636
478,0.429636
480,0.429636
482,0.429636
484,0.429636
486,0.429636
488,0.429636
490,2.68753e-05
492,4.33153e-07
494,3.61513e-08
496,3.46175e-08
498,1.60958e-07
500,1.77296e-07
502,4.45001e-08
504,1.65453e-07
506,1.03868e-07
508,1.92759e-07
510,3.68702e-08
512,1.57345e-07
514,2.20701e-07
516,2.84281e-07
518,1.75245e-07
520,6.73943e-08
522,6.3505e-08
524,7.33043e-08
526,1.09933e-07
528,4.67337e-08
530,4.67337e-08
532,2.43139e-08
534,1.07669e-08
536,5.46283e-08
538,7.40494e-08
540,1.66703e-07
542,7.90115e-08
544,1.44287e-08
546,9.49479e-08
548,2.64715e-07
550,5.26591e-08
552,8.53525e-08
554,2.33901e-08
556,5.3311e-08
558,5.47947e-08
560,6.78306e-08
562,1.6629e-07
564,4.12008e-08
566,2.93212e-07
568,3.37299e-07
570,9.75922e-08
572,6.82119e-08
574,6.58154e-08
576,2.37007e-08
578,1.01033e-07
580,8.76435e-08
582,7.66388e-08
584,4.96503e-08
586,3.96824e-08
588,4.41373e-08
590,5.89058e-08
592,1.06378e-07
594,3.27777e-07
596,1.35842e-07
598,1.05161e-07
600,1.50683e-07
602,9.40275e-08
604,2.60628e-08
606,4.91593e-08
608,1.01443e-07
610,2.0065e-07
612,3.32114e-08
614,2.29171e-08
616,3.90846e-08
618,1.3407e-07
620,1.34081e-08
622,3.49244e-08
624,9.96019e-08
626,1.3013e-07
628,1.85689e-07
630,2.78835e-08
632,3.57228e-08
634,5.62672e-08
636,2.56239e-07
638,1.84882e-07
640,7.14702e-08
642,2.73731e-07
644,2.4182e-07
646,7.21402e-08
648,1.15157e-07
650,1.10745e-07
652,8.13343e-08
654,4.77209e-08
656,3.2449e-09
658,1.32712e-07
660,5.30451e-08
662,3.62378e-08
664,4.31912e-08
666,4.65255e-07
668,7.00644e-08
670,3.10489e-07
672,7.10507e-08
674,9.27601e-08
676,1.93771e-07
678,1.40917e-07
680,1.63475e-07
682,3.27042e-07
